"","ID","status_conta","duracao_mes","hist_credito","qtdd_credito","percen_tx_rendim_disp","dev_fiadores","outros_par","n_creditos","classe"
"297",297,"Inexistente",12,"Pago em dia",4675,1,"nenhum","nenhum",1,"Bom"
"298",298,"Inexistente",10,"Pago em dia",1287,4,"co-requerente","nenhum",1,"Bom"
"299",299,"Inexistente",18,"Pago em dia",2515,3,"nenhum","nenhum",1,"Bom"
"300",300,"Regular",21,"Pendente (outros bancos)",2745,3,"nenhum","nenhum",2,"Bom"
"301",301,"Inexistente",6,"Pago em dia",672,1,"nenhum","nenhum",1,"Bom"
"302",302,"Regular",36,"Quitados",3804,4,"nenhum","nenhum",1,"Ruim"
"303",303,"Alto",24,"Pendente (outros bancos)",1344,4,"nenhum","banco",2,"Ruim"
"304",304,"Negativo",10,"Pendente (outros bancos)",1038,4,"co-requerente","nenhum",2,"Bom"
"305",305,"Inexistente",48,"Pendente (outros bancos)",10127,2,"nenhum","banco",1,"Ruim"
"306",306,"Inexistente",6,"Pago em dia",1543,4,"nenhum","nenhum",1,"Bom"
"307",307,"Inexistente",30,"Pago em dia",4811,2,"nenhum","lojas",1,"Bom"
"308",308,"Negativo",12,"Pago em dia",727,4,"nenhum","nenhum",1,"Ruim"
"309",309,"Regular",8,"Pago em dia",1237,3,"nenhum","nenhum",1,"Ruim"
"310",310,"Regular",9,"Pago em dia",276,4,"nenhum","nenhum",1,"Bom"
"311",311,"Regular",48,"Pago em dia",5381,3,"nenhum","banco",1,"Bom"
"312",312,"Inexistente",24,"Pago em dia",5511,4,"nenhum","lojas",1,"Bom"
"313",313,"Alto",24,"Pago em dia",3749,2,"nenhum","nenhum",1,"Bom"
"314",314,"Regular",12,"Pago em dia",685,2,"nenhum","banco",1,"Ruim"
"315",315,"Alto",4,"Pago em dia",1494,1,"nenhum","nenhum",1,"Bom"
"316",316,"Negativo",36,"Quitados",2746,4,"nenhum","banco",1,"Ruim"
"317",317,"Negativo",12,"Pago em dia",708,2,"fiador","nenhum",1,"Bom"
"318",318,"Regular",24,"Pago em dia",4351,1,"nenhum","nenhum",1,"Bom"
"319",319,"Inexistente",12,"Pendente (outros bancos)",701,4,"nenhum","nenhum",2,"Bom"
"320",320,"Negativo",15,"Pago mas já esteve em atraso",3643,1,"nenhum","nenhum",2,"Bom"
"321",321,"Regular",30,"Pendente (outros bancos)",4249,4,"nenhum","nenhum",2,"Ruim"
"322",322,"Negativo",24,"Pago em dia",1938,4,"nenhum","nenhum",1,"Ruim"
"323",323,"Negativo",24,"Pago em dia",2910,2,"nenhum","nenhum",1,"Bom"
"324",324,"Negativo",18,"Pago em dia",2659,4,"nenhum","nenhum",1,"Bom"
"325",325,"Inexistente",18,"Pendente (outros bancos)",1028,4,"nenhum","nenhum",2,"Bom"
"326",326,"Negativo",8,"Pendente (outros bancos)",3398,1,"nenhum","nenhum",2,"Bom"
"327",327,"Inexistente",12,"Pendente (outros bancos)",5801,2,"nenhum","nenhum",1,"Bom"
"328",328,"Inexistente",24,"Pago em dia",1525,4,"nenhum","nenhum",1,"Bom"
"329",329,"Alto",36,"Pago em dia",4473,4,"nenhum","nenhum",1,"Bom"
"330",330,"Regular",6,"Pago em dia",1068,4,"nenhum","nenhum",1,"Bom"
"331",331,"Negativo",24,"Pendente (outros bancos)",6615,2,"nenhum","nenhum",2,"Bom"
"332",332,"Inexistente",18,"Pendente (outros bancos)",1864,4,"nenhum","nenhum",2,"Ruim"
"333",333,"Regular",60,"Pago em dia",7408,4,"nenhum","nenhum",1,"Ruim"
"334",334,"Inexistente",48,"Pendente (outros bancos)",11590,2,"nenhum","banco",2,"Ruim"
"335",335,"Negativo",24,"Quitados",4110,3,"nenhum","banco",2,"Ruim"
"336",336,"Negativo",6,"Pendente (outros bancos)",3384,1,"nenhum","nenhum",1,"Ruim"
"337",337,"Regular",13,"Pago em dia",2101,2,"fiador","nenhum",1,"Bom"
"338",338,"Negativo",15,"Pago em dia",1275,4,"nenhum","nenhum",1,"Ruim"
"339",339,"Negativo",24,"Pago em dia",4169,4,"nenhum","nenhum",1,"Bom"
"340",340,"Regular",10,"Pago em dia",1521,4,"nenhum","nenhum",1,"Bom"
"341",341,"Regular",24,"Pendente (outros bancos)",5743,2,"nenhum","nenhum",2,"Bom"
"342",342,"Negativo",21,"Pago em dia",3599,1,"nenhum","nenhum",1,"Bom"
"343",343,"Regular",18,"Pago em dia",3213,1,"nenhum","nenhum",1,"Bom"
"344",344,"Regular",18,"Pago em dia",4439,1,"co-requerente","banco",1,"Bom"
"345",345,"Alto",10,"Pago em dia",3949,1,"fiador","nenhum",1,"Bom"
"346",346,"Inexistente",15,"Pendente (outros bancos)",1459,4,"nenhum","nenhum",1,"Bom"
"347",347,"Regular",13,"Pendente (outros bancos)",882,4,"fiador","nenhum",2,"Bom"
"348",348,"Regular",24,"Pago em dia",3758,1,"nenhum","nenhum",1,"Bom"
"349",349,"Inexistente",6,"Pago mas já esteve em atraso",1743,1,"nenhum","nenhum",2,"Bom"
"350",350,"Regular",9,"Pendente (outros bancos)",1136,4,"nenhum","nenhum",2,"Ruim"
"351",351,"Inexistente",9,"Pago em dia",1236,1,"nenhum","nenhum",1,"Bom"
"352",352,"Regular",9,"Pago em dia",959,1,"nenhum","nenhum",1,"Ruim"
"353",353,"Inexistente",18,"Pendente (outros bancos)",3229,2,"nenhum","nenhum",1,"Bom"
"354",354,"Negativo",12,"Quitados",6199,4,"nenhum","nenhum",2,"Ruim"
"355",355,"Inexistente",10,"Pago em dia",727,4,"nenhum","nenhum",1,"Bom"
"356",356,"Regular",24,"Pago em dia",1246,4,"nenhum","lojas",1,"Ruim"
"357",357,"Inexistente",12,"Pendente (outros bancos)",2331,1,"co-requerente","nenhum",1,"Bom"
"358",358,"Inexistente",36,"Pago mas já esteve em atraso",4463,4,"nenhum","nenhum",2,"Ruim"
"359",359,"Inexistente",12,"Pago em dia",776,4,"nenhum","nenhum",1,"Bom"
"360",360,"Negativo",30,"Pago em dia",2406,4,"nenhum","nenhum",1,"Ruim"
"361",361,"Regular",18,"Pago em dia",1239,4,"nenhum","nenhum",1,"Bom"
"362",362,"Alto",12,"Pago em dia",3399,2,"nenhum","nenhum",1,"Bom"
"363",363,"Alto",12,"Pago mas já esteve em atraso",2247,2,"nenhum","lojas",2,"Bom"
"364",364,"Inexistente",6,"Pago em dia",1766,1,"nenhum","nenhum",1,"Bom"
"365",365,"Negativo",18,"Pago em dia",2473,4,"nenhum","nenhum",1,"Ruim"
"366",366,"Inexistente",12,"Pago em dia",1542,2,"nenhum","nenhum",1,"Bom"
"367",367,"Inexistente",18,"Pendente (outros bancos)",3850,3,"nenhum","nenhum",2,"Bom"
"368",368,"Negativo",18,"Pago em dia",3650,1,"nenhum","nenhum",1,"Bom"
"369",369,"Negativo",36,"Pago em dia",3446,4,"nenhum","nenhum",1,"Ruim"
"370",370,"Regular",18,"Pago em dia",3001,2,"nenhum","nenhum",1,"Bom"
"371",371,"Inexistente",36,"Pago em dia",3079,4,"nenhum","nenhum",1,"Bom"
"372",372,"Inexistente",18,"Pendente (outros bancos)",6070,3,"nenhum","nenhum",2,"Bom"
"373",373,"Inexistente",10,"Pendente (outros bancos)",2146,1,"nenhum","nenhum",2,"Bom"
"374",374,"Inexistente",60,"Pendente (outros bancos)",13756,2,"nenhum","banco",1,"Bom"
"375",375,"Regular",60,"Quitados",14782,3,"nenhum","banco",2,"Ruim"
"376",376,"Negativo",48,"Quitados",7685,2,"fiador","nenhum",1,"Ruim"
"377",377,"Inexistente",18,"Pago mas já esteve em atraso",2320,2,"nenhum","nenhum",2,"Bom"
"378",378,"Inexistente",7,"Pago mas já esteve em atraso",846,3,"nenhum","nenhum",1,"Bom"
"379",379,"Regular",36,"Pago em dia",14318,4,"nenhum","nenhum",1,"Ruim"
"380",380,"Inexistente",6,"Pendente (outros bancos)",362,4,"nenhum","nenhum",2,"Bom"
"381",381,"Negativo",20,"Pago em dia",2212,4,"nenhum","nenhum",1,"Bom"
"382",382,"Regular",18,"Pago em dia",12976,3,"nenhum","nenhum",1,"Ruim"
"383",383,"Inexistente",22,"Pago em dia",1283,4,"nenhum","nenhum",1,"Bom"
"384",384,"Alto",12,"Pago em dia",1330,4,"nenhum","nenhum",1,"Bom"
"385",385,"Inexistente",30,"Pago mas já esteve em atraso",4272,2,"nenhum","nenhum",2,"Bom"
"386",386,"Inexistente",18,"Pendente (outros bancos)",2238,2,"nenhum","nenhum",2,"Bom"
"387",387,"Inexistente",18,"Pago em dia",1126,4,"nenhum","nenhum",1,"Bom"
"388",388,"Regular",18,"Pendente (outros bancos)",7374,4,"nenhum","lojas",2,"Bom"
"389",389,"Regular",15,"Pendente (outros bancos)",2326,2,"nenhum","banco",1,"Bom"
"390",390,"Inexistente",9,"Pago em dia",1449,3,"nenhum","nenhum",2,"Bom"
"391",391,"Inexistente",18,"Pago em dia",1820,2,"nenhum","nenhum",1,"Bom"
"392",392,"Regular",12,"Pago em dia",983,1,"nenhum","nenhum",1,"Bom"
"393",393,"Negativo",36,"Pago em dia",3249,2,"nenhum","banco",1,"Bom"
"394",394,"Negativo",6,"Pendente (outros bancos)",1957,1,"nenhum","nenhum",1,"Bom"
"395",395,"Inexistente",9,"Pendente (outros bancos)",2406,2,"nenhum","nenhum",1,"Bom"
"396",396,"Regular",39,"Pago mas já esteve em atraso",11760,2,"nenhum","nenhum",1,"Bom"
"397",397,"Negativo",12,"Pago em dia",2578,3,"nenhum","nenhum",1,"Bom"
"398",398,"Negativo",36,"Pendente (outros bancos)",2348,3,"nenhum","nenhum",2,"Bom"
"399",399,"Regular",12,"Pago em dia",1223,1,"nenhum","nenhum",2,"Ruim"
"400",400,"Inexistente",24,"Pendente (outros bancos)",1516,4,"nenhum","nenhum",2,"Bom"
"401",401,"Inexistente",18,"Pago em dia",1473,3,"nenhum","nenhum",1,"Bom"
"402",402,"Regular",18,"Pendente (outros bancos)",1887,4,"nenhum","banco",2,"Bom"
"403",403,"Inexistente",24,"Pago mas já esteve em atraso",8648,2,"nenhum","banco",2,"Ruim"
"404",404,"Inexistente",14,"Pago mas já esteve em atraso",802,4,"nenhum","nenhum",2,"Bom"
"405",405,"Regular",18,"Pago mas já esteve em atraso",2899,4,"nenhum","nenhum",1,"Bom"
"406",406,"Regular",24,"Pago em dia",2039,1,"nenhum","nenhum",1,"Ruim"
"407",407,"Inexistente",24,"Pendente (outros bancos)",2197,4,"nenhum","nenhum",2,"Bom"
"408",408,"Negativo",15,"Pago em dia",1053,4,"nenhum","nenhum",1,"Bom"
"409",409,"Inexistente",24,"Pago em dia",3235,3,"nenhum","nenhum",1,"Bom"
"410",410,"Alto",12,"Pendente (outros bancos)",939,4,"nenhum","nenhum",3,"Ruim"
"411",411,"Regular",24,"Pago em dia",1967,4,"nenhum","nenhum",1,"Bom"
"412",412,"Inexistente",33,"Pendente (outros bancos)",7253,3,"nenhum","nenhum",2,"Bom"
"413",413,"Inexistente",12,"Pendente (outros bancos)",2292,4,"nenhum","lojas",2,"Ruim"
"414",414,"Inexistente",10,"Pago em dia",1597,3,"nenhum","nenhum",1,"Bom"
"415",415,"Negativo",24,"Pago em dia",1381,4,"nenhum","nenhum",1,"Ruim"
"416",416,"Inexistente",36,"Pendente (outros bancos)",5842,2,"nenhum","nenhum",2,"Bom"
"417",417,"Negativo",12,"Pago em dia",2579,4,"nenhum","nenhum",1,"Ruim"
"418",418,"Negativo",18,"Pago mas já esteve em atraso",8471,1,"nenhum","nenhum",2,"Bom"
"419",419,"Inexistente",21,"Pago em dia",2782,1,"nenhum","banco",1,"Bom"
"420",420,"Regular",18,"Pago em dia",1042,4,"nenhum","nenhum",1,"Ruim"
"421",421,"Inexistente",15,"Pago em dia",3186,2,"nenhum","nenhum",1,"Bom"
"422",422,"Regular",12,"Pago em dia",2028,4,"nenhum","nenhum",1,"Bom"
"423",423,"Regular",12,"Pendente (outros bancos)",958,2,"nenhum","nenhum",2,"Bom"
"424",424,"Inexistente",21,"Pago mas já esteve em atraso",1591,4,"nenhum","nenhum",2,"Bom"
"425",425,"Regular",12,"Pago em dia",2762,1,"nenhum","banco",1,"Ruim"
"426",426,"Regular",18,"Pago em dia",2779,1,"nenhum","nenhum",1,"Bom"
"427",427,"Inexistente",28,"Pendente (outros bancos)",2743,4,"nenhum","nenhum",2,"Bom"
"428",428,"Inexistente",18,"Pendente (outros bancos)",1149,4,"nenhum","nenhum",2,"Bom"
"429",429,"Inexistente",9,"Pago em dia",1313,1,"nenhum","nenhum",1,"Bom"
"430",430,"Negativo",18,"Pendente (outros bancos)",1190,2,"nenhum","nenhum",3,"Ruim"
"431",431,"Inexistente",5,"Pago em dia",3448,1,"nenhum","nenhum",1,"Bom"
"432",432,"Regular",24,"Pago em dia",11328,2,"co-requerente","banco",2,"Ruim"
"433",433,"Negativo",6,"Pendente (outros bancos)",1872,4,"nenhum","nenhum",3,"Bom"
"434",434,"Inexistente",24,"Pendente (outros bancos)",2058,4,"nenhum","nenhum",2,"Bom"
"435",435,"Negativo",9,"Pago em dia",2136,3,"nenhum","nenhum",1,"Bom"
"436",436,"Regular",12,"Pago em dia",1484,2,"nenhum","nenhum",1,"Ruim"
"437",437,"Inexistente",6,"Pago em dia",660,2,"nenhum","nenhum",1,"Bom"
"438",438,"Inexistente",24,"Pendente (outros bancos)",1287,4,"nenhum","nenhum",2,"Bom"
"439",439,"Negativo",42,"Pendente (outros bancos)",3394,4,"co-requerente","nenhum",2,"Bom"
"440",440,"Alto",12,"Quitados",609,4,"nenhum","nenhum",1,"Ruim"
"441",441,"Inexistente",12,"Pago em dia",1884,4,"nenhum","nenhum",1,"Bom"
"442",442,"Negativo",12,"Pago em dia",1620,2,"co-requerente","nenhum",1,"Bom"
"443",443,"Regular",20,"Pago mas já esteve em atraso",2629,2,"nenhum","banco",2,"Bom"
"444",444,"Inexistente",12,"Pago em dia",719,4,"nenhum","banco",1,"Ruim"
"445",445,"Regular",48,"Pendente (outros bancos)",5096,2,"nenhum","nenhum",1,"Ruim"
"446",446,"Inexistente",9,"Pendente (outros bancos)",1244,4,"nenhum","nenhum",2,"Bom"
"447",447,"Negativo",36,"Pago em dia",1842,4,"nenhum","nenhum",1,"Ruim"
"448",448,"Regular",7,"Pago em dia",2576,2,"fiador","nenhum",1,"Bom"
"449",449,"Alto",12,"Pago em dia",1424,3,"nenhum","nenhum",1,"Bom"
"450",450,"Regular",15,"Pago mas já esteve em atraso",1512,3,"nenhum","lojas",2,"Ruim"
"451",451,"Inexistente",36,"Pendente (outros bancos)",11054,4,"nenhum","nenhum",1,"Bom"
"452",452,"Inexistente",6,"Pago em dia",518,3,"nenhum","nenhum",1,"Bom"
"453",453,"Inexistente",12,"Quitados",2759,2,"nenhum","nenhum",2,"Bom"
"454",454,"Inexistente",24,"Pago em dia",2670,4,"nenhum","nenhum",1,"Bom"
"455",455,"Negativo",24,"Pago em dia",4817,2,"co-requerente","nenhum",1,"Ruim"
"456",456,"Inexistente",24,"Pago em dia",2679,4,"nenhum","nenhum",1,"Bom"
"457",457,"Negativo",11,"Pendente (outros bancos)",3905,2,"nenhum","nenhum",2,"Bom"
"458",458,"Negativo",12,"Pago em dia",3386,3,"nenhum","nenhum",1,"Ruim"
"459",459,"Negativo",6,"Pago em dia",343,4,"nenhum","nenhum",1,"Bom"
"460",460,"Inexistente",18,"Pago em dia",4594,3,"nenhum","nenhum",1,"Bom"
"461",461,"Negativo",36,"Pago em dia",3620,1,"fiador","nenhum",1,"Bom"
"462",462,"Negativo",15,"Pago em dia",1721,2,"nenhum","nenhum",1,"Bom"
"463",463,"Regular",12,"Pago em dia",3017,3,"nenhum","nenhum",1,"Bom"
"464",464,"Regular",12,"Pago em dia",754,4,"nenhum","nenhum",2,"Bom"
"465",465,"Inexistente",18,"Pago em dia",1950,4,"nenhum","lojas",2,"Bom"
"466",466,"Negativo",24,"Pago em dia",2924,3,"fiador","banco",1,"Bom"
"467",467,"Negativo",24,"Pago mas já esteve em atraso",1659,4,"nenhum","nenhum",1,"Ruim"
"468",468,"Inexistente",48,"Pago mas já esteve em atraso",7238,3,"nenhum","banco",2,"Bom"
"469",469,"Inexistente",33,"Pago mas já esteve em atraso",2764,2,"nenhum","nenhum",2,"Bom"
"470",470,"Inexistente",24,"Pago mas já esteve em atraso",4679,3,"nenhum","nenhum",2,"Bom"
"471",471,"Regular",24,"Pago em dia",3092,3,"nenhum","nenhum",1,"Ruim"
"472",472,"Negativo",6,"Pago em dia",448,4,"nenhum","nenhum",1,"Ruim"
"473",473,"Negativo",9,"Pago em dia",654,4,"nenhum","nenhum",1,"Ruim"
"474",474,"Inexistente",6,"Pago em dia",1238,4,"nenhum","nenhum",1,"Bom"
"475",475,"Regular",18,"Pendente (outros bancos)",1245,4,"nenhum","nenhum",1,"Ruim"
"476",476,"Negativo",18,"Quitados",3114,1,"nenhum","nenhum",1,"Ruim"
"477",477,"Inexistente",39,"Pago em dia",2569,4,"nenhum","nenhum",1,"Bom"
"478",478,"Alto",24,"Pago em dia",5152,4,"nenhum","banco",1,"Bom"
"479",479,"Regular",12,"Pago em dia",1037,3,"nenhum","nenhum",1,"Bom"
"480",480,"Negativo",15,"Pendente (outros bancos)",1478,4,"nenhum","nenhum",2,"Bom"
"481",481,"Regular",12,"Pendente (outros bancos)",3573,1,"nenhum","nenhum",1,"Bom"
"482",482,"Regular",24,"Pago em dia",1201,4,"nenhum","nenhum",1,"Bom"
"483",483,"Negativo",30,"Pago em dia",3622,4,"nenhum","nenhum",2,"Bom"
"484",484,"Inexistente",15,"Pago mas já esteve em atraso",960,3,"nenhum","nenhum",2,"Bom"
"485",485,"Inexistente",12,"Pendente (outros bancos)",1163,4,"nenhum","nenhum",1,"Bom"
"486",486,"Regular",6,"Pago mas já esteve em atraso",1209,4,"nenhum","nenhum",1,"Ruim"
"487",487,"Inexistente",12,"Pago em dia",3077,2,"nenhum","nenhum",1,"Bom"
"488",488,"Inexistente",24,"Pago em dia",3757,4,"co-requerente","nenhum",1,"Bom"
"489",489,"Inexistente",10,"Pago em dia",1418,3,"nenhum","nenhum",1,"Bom"
"490",490,"Inexistente",6,"Pago em dia",3518,2,"fiador","nenhum",1,"Bom"
"491",491,"Inexistente",12,"Pendente (outros bancos)",1934,2,"nenhum","nenhum",2,"Bom"
"492",492,"Regular",27,"Quitados",8318,2,"nenhum","nenhum",2,"Ruim"
"493",493,"Inexistente",6,"Pendente (outros bancos)",1237,1,"nenhum","nenhum",2,"Bom"
"494",494,"Regular",6,"Pago em dia",368,4,"nenhum","nenhum",1,"Bom"
"495",495,"Negativo",12,"Pendente (outros bancos)",2122,3,"nenhum","nenhum",2,"Bom"
"496",496,"Negativo",24,"Pago em dia",2996,2,"nenhum","nenhum",1,"Ruim"
"497",497,"Regular",36,"Pago em dia",9034,4,"co-requerente","nenhum",1,"Ruim"
"498",498,"Inexistente",24,"Pendente (outros bancos)",1585,4,"nenhum","nenhum",2,"Bom"
"499",499,"Regular",18,"Pago em dia",1301,4,"fiador","nenhum",1,"Bom"
"500",500,"Alto",6,"Pendente (outros bancos)",1323,2,"nenhum","nenhum",2,"Bom"
"501",501,"Negativo",24,"Pago em dia",3123,4,"nenhum","nenhum",1,"Ruim"
"502",502,"Negativo",36,"Pago em dia",5493,2,"nenhum","nenhum",1,"Bom"
"503",503,"Alto",9,"Pago em dia",1126,2,"nenhum","nenhum",1,"Bom"
"504",504,"Regular",24,"Pendente (outros bancos)",1216,4,"nenhum","banco",2,"Ruim"
"505",505,"Negativo",24,"Pago em dia",1207,4,"nenhum","nenhum",1,"Ruim"
"506",506,"Inexistente",10,"Pago em dia",1309,4,"fiador","nenhum",1,"Ruim"
"507",507,"Alto",15,"Pendente (outros bancos)",2360,2,"nenhum","nenhum",1,"Bom"
"508",508,"Regular",15,"Quitados",6850,1,"nenhum","nenhum",1,"Ruim"
"509",509,"Inexistente",24,"Pago em dia",1413,4,"nenhum","nenhum",1,"Bom"
"510",510,"Inexistente",39,"Pago em dia",8588,4,"nenhum","nenhum",1,"Bom"
"511",511,"Negativo",12,"Pago em dia",759,4,"nenhum","nenhum",1,"Ruim"
"512",512,"Inexistente",36,"Pago em dia",4686,2,"nenhum","nenhum",1,"Bom"
"513",513,"Alto",15,"Pago em dia",2687,2,"nenhum","nenhum",1,"Bom"
"514",514,"Regular",12,"Pago mas já esteve em atraso",585,4,"co-requerente","nenhum",2,"Bom"
"515",515,"Inexistente",24,"Pago em dia",2255,4,"nenhum","nenhum",1,"Bom"
"516",516,"Negativo",6,"Pendente (outros bancos)",609,4,"nenhum","nenhum",2,"Bom"
"517",517,"Negativo",6,"Pendente (outros bancos)",1361,2,"nenhum","nenhum",1,"Bom"
"518",518,"Inexistente",36,"Pendente (outros bancos)",7127,2,"nenhum","nenhum",2,"Ruim"
"519",519,"Negativo",6,"Pago em dia",1203,3,"nenhum","nenhum",1,"Bom"
"520",520,"Inexistente",6,"Pendente (outros bancos)",700,4,"nenhum","nenhum",2,"Bom"
"521",521,"Inexistente",24,"Pendente (outros bancos)",5507,3,"nenhum","nenhum",2,"Bom"
"522",522,"Negativo",18,"Pago em dia",3190,2,"nenhum","nenhum",1,"Ruim"
"523",523,"Negativo",48,"Quitados",7119,3,"nenhum","nenhum",2,"Ruim"
"524",524,"Inexistente",24,"Pago em dia",3488,3,"nenhum","nenhum",1,"Bom"
"525",525,"Regular",18,"Pago em dia",1113,4,"fiador","nenhum",1,"Bom"
"526",526,"Regular",26,"Pago em dia",7966,2,"nenhum","nenhum",2,"Bom"
"527",527,"Inexistente",15,"Pendente (outros bancos)",1532,4,"nenhum","nenhum",1,"Bom"
"528",528,"Inexistente",4,"Pendente (outros bancos)",1503,2,"nenhum","nenhum",2,"Bom"
"529",529,"Negativo",36,"Pago em dia",2302,4,"nenhum","nenhum",1,"Ruim"
"530",530,"Negativo",6,"Pago em dia",662,3,"nenhum","nenhum",1,"Bom"
"531",531,"Regular",36,"Pago em dia",2273,3,"nenhum","nenhum",2,"Bom"
"532",532,"Regular",15,"Pago em dia",2631,2,"nenhum","nenhum",2,"Ruim"
"533",533,"Inexistente",12,"Pago mas já esteve em atraso",1503,4,"nenhum","nenhum",1,"Bom"
"534",534,"Inexistente",24,"Pago em dia",1311,4,"nenhum","nenhum",1,"Bom"
"535",535,"Inexistente",24,"Pago em dia",3105,4,"nenhum","nenhum",2,"Bom"
"536",536,"Alto",21,"Pendente (outros bancos)",2319,2,"nenhum","nenhum",1,"Ruim"
"537",537,"Negativo",6,"Pago em dia",1374,4,"nenhum","nenhum",1,"Bom"
"538",538,"Regular",18,"Pendente (outros bancos)",3612,3,"nenhum","nenhum",1,"Bom"
"539",539,"Negativo",48,"Pago em dia",7763,4,"nenhum","banco",1,"Ruim"
"540",540,"Alto",18,"Pago em dia",3049,1,"nenhum","lojas",1,"Bom"
"541",541,"Regular",12,"Pago em dia",1534,1,"nenhum","nenhum",1,"Ruim"
"542",542,"Inexistente",24,"Pago mas já esteve em atraso",2032,4,"nenhum","nenhum",2,"Bom"
"543",543,"Negativo",30,"Pago em dia",6350,4,"nenhum","nenhum",1,"Ruim"
"544",544,"Alto",18,"Pago em dia",2864,2,"nenhum","nenhum",1,"Ruim"
"545",545,"Inexistente",12,"Pendente (outros bancos)",1255,4,"nenhum","nenhum",2,"Bom"
"546",546,"Negativo",24,"Pago mas já esteve em atraso",1333,4,"nenhum","nenhum",2,"Ruim"
"547",547,"Inexistente",24,"Pendente (outros bancos)",2022,4,"nenhum","nenhum",1,"Bom"
"548",548,"Inexistente",24,"Pago em dia",1552,3,"nenhum","banco",1,"Bom"
"549",549,"Negativo",12,"Quitados",626,4,"nenhum","banco",1,"Ruim"
"550",550,"Inexistente",48,"Pendente (outros bancos)",8858,2,"nenhum","nenhum",2,"Bom"
"551",551,"Inexistente",12,"Pendente (outros bancos)",996,4,"nenhum","nenhum",2,"Bom"
"552",552,"Inexistente",6,"Quitados",1750,2,"nenhum","banco",1,"Bom"
"553",553,"Negativo",48,"Pago em dia",6999,1,"fiador","nenhum",2,"Ruim"
"554",554,"Regular",12,"Pendente (outros bancos)",1995,4,"nenhum","nenhum",1,"Bom"
"555",555,"Regular",9,"Pago em dia",1199,4,"nenhum","nenhum",2,"Bom"
"556",556,"Regular",12,"Pago em dia",1331,2,"nenhum","lojas",1,"Ruim"
"557",557,"Regular",18,"Quitados",2278,3,"nenhum","nenhum",2,"Ruim"
"558",558,"Inexistente",21,"Quitados",5003,1,"nenhum","banco",2,"Ruim"
"559",559,"Negativo",24,"Quitados",3552,3,"nenhum","banco",1,"Ruim"
"560",560,"Regular",18,"Pendente (outros bancos)",1928,2,"nenhum","nenhum",2,"Ruim"
"561",561,"Negativo",24,"Pago em dia",2964,4,"nenhum","banco",1,"Bom"
"562",562,"Negativo",24,"Quitados",1546,4,"fiador","banco",1,"Ruim"
"563",563,"Alto",6,"Pago mas já esteve em atraso",683,2,"nenhum","banco",1,"Bom"
"564",564,"Regular",36,"Pago em dia",12389,1,"nenhum","nenhum",1,"Ruim"
"565",565,"Regular",24,"Pago mas já esteve em atraso",4712,4,"nenhum","banco",2,"Bom"
"566",566,"Regular",24,"Pago mas já esteve em atraso",1553,3,"nenhum","nenhum",2,"Bom"
"567",567,"Negativo",12,"Pago em dia",1372,2,"nenhum","nenhum",1,"Ruim"
"568",568,"Inexistente",24,"Pendente (outros bancos)",2578,2,"nenhum","nenhum",1,"Bom"
"569",569,"Regular",48,"Pago em dia",3979,4,"nenhum","nenhum",2,"Bom"
"570",570,"Negativo",48,"Pago em dia",6758,3,"nenhum","nenhum",1,"Ruim"
"571",571,"Negativo",24,"Pago em dia",3234,4,"nenhum","nenhum",1,"Ruim"
"572",572,"Inexistente",30,"Pendente (outros bancos)",5954,3,"co-requerente","nenhum",1,"Bom"
"573",573,"Inexistente",24,"Pago em dia",5433,2,"nenhum","nenhum",1,"Bom"
"574",574,"Negativo",15,"Pago em dia",806,4,"nenhum","nenhum",1,"Bom"
"575",575,"Regular",9,"Pago em dia",1082,4,"nenhum","nenhum",2,"Bom"
"576",576,"Inexistente",15,"Pendente (outros bancos)",2788,2,"co-requerente","banco",2,"Bom"
"577",577,"Regular",12,"Pago em dia",2930,2,"nenhum","nenhum",1,"Bom"
"578",578,"Inexistente",24,"Pendente (outros bancos)",1927,3,"nenhum","nenhum",2,"Bom"
"579",579,"Regular",36,"Pendente (outros bancos)",2820,4,"nenhum","nenhum",2,"Ruim"
"580",580,"Inexistente",24,"Pago em dia",937,4,"nenhum","nenhum",2,"Bom"
"581",581,"Regular",18,"Pendente (outros bancos)",1056,3,"fiador","banco",2,"Ruim"
"582",582,"Regular",12,"Pendente (outros bancos)",3124,1,"nenhum","banco",2,"Bom"
"583",583,"Inexistente",9,"Pago em dia",1388,4,"nenhum","nenhum",1,"Bom"
"584",584,"Regular",36,"Pago em dia",2384,4,"nenhum","nenhum",1,"Ruim"
"585",585,"Inexistente",12,"Pago em dia",2133,4,"nenhum","nenhum",1,"Bom"
"586",586,"Negativo",18,"Pago em dia",2039,1,"nenhum","banco",1,"Ruim"
"587",587,"Negativo",9,"Pendente (outros bancos)",2799,2,"nenhum","nenhum",2,"Bom"
"588",588,"Negativo",12,"Pago em dia",1289,4,"fiador","nenhum",1,"Bom"
"589",589,"Negativo",18,"Pago em dia",1217,4,"nenhum","nenhum",1,"Ruim"
"590",590,"Negativo",12,"Pendente (outros bancos)",2246,3,"nenhum","nenhum",2,"Ruim"
"591",591,"Negativo",12,"Pendente (outros bancos)",385,4,"nenhum","nenhum",4,"Bom"
"592",592,"Regular",24,"Pago mas já esteve em atraso",1965,4,"nenhum","nenhum",2,"Bom"
