ID,status_conta,duracao_mes,hist_credito,qtdd_credito,percen_tx_rendim_disp,dev_fiadores,outros_par,n_creditos,classe
289,Regular,12,créditos existentes pagos devidamente até agora,1092,4,fiador,nenhum,2,Bom
290,Negativo,24,atraso no pagamento no passado,1024,4,nenhum,lojas,1,Ruim
291,Inexistente,12,créditos existentes pagos devidamente até agora,1076,2,nenhum,nenhum,1,Bom
292,Regular,36,créditos existentes pagos devidamente até agora,9398,1,nenhum,nenhum,1,Ruim
293,Negativo,24,conta crítica/outros créditos existentes (não neste banco),6419,2,nenhum,nenhum,2,Bom
294,Alto,42,conta crítica/outros créditos existentes (não neste banco),4796,4,nenhum,nenhum,1,Bom
295,Inexistente,48,conta crítica/outros créditos existentes (não neste banco),7629,4,nenhum,banco,2,Bom
296,Regular,48,créditos existentes pagos devidamente até agora,9960,1,nenhum,nenhum,1,Ruim
297,Inexistente,12,créditos existentes pagos devidamente até agora,4675,1,nenhum,nenhum,1,Bom
298,Inexistente,10,créditos existentes pagos devidamente até agora,1287,4,co-requerente,nenhum,1,Bom
299,Inexistente,18,créditos existentes pagos devidamente até agora,2515,3,nenhum,nenhum,1,Bom
300,Regular,21,conta crítica/outros créditos existentes (não neste banco),2745,3,nenhum,nenhum,2,Bom
301,Inexistente,6,créditos existentes pagos devidamente até agora,672,1,nenhum,nenhum,1,Bom
302,Regular,36,nenhum crédito obtido/todos os créditos pagos devidamente,3804,4,nenhum,nenhum,1,Ruim
303,Alto,24,conta crítica/outros créditos existentes (não neste banco),1344,4,nenhum,banco,2,Ruim
304,Negativo,10,conta crítica/outros créditos existentes (não neste banco),1038,4,co-requerente,nenhum,2,Bom
305,Inexistente,48,conta crítica/outros créditos existentes (não neste banco),10127,2,nenhum,banco,1,Ruim
306,Inexistente,6,créditos existentes pagos devidamente até agora,1543,4,nenhum,nenhum,1,Bom
307,Inexistente,30,créditos existentes pagos devidamente até agora,4811,2,nenhum,lojas,1,Bom
308,Negativo,12,créditos existentes pagos devidamente até agora,727,4,nenhum,nenhum,1,Ruim
309,Regular,8,créditos existentes pagos devidamente até agora,1237,3,nenhum,nenhum,1,Ruim
310,Regular,9,créditos existentes pagos devidamente até agora,276,4,nenhum,nenhum,1,Bom
311,Regular,48,créditos existentes pagos devidamente até agora,5381,3,nenhum,banco,1,Bom
312,Inexistente,24,créditos existentes pagos devidamente até agora,5511,4,nenhum,lojas,1,Bom
313,Alto,24,créditos existentes pagos devidamente até agora,3749,2,nenhum,nenhum,1,Bom
314,Regular,12,créditos existentes pagos devidamente até agora,685,2,nenhum,banco,1,Ruim
315,Alto,4,créditos existentes pagos devidamente até agora,1494,1,nenhum,nenhum,1,Bom
316,Negativo,36,todos os créditos deste banco foram devidamente pagos,2746,4,nenhum,banco,1,Ruim
317,Negativo,12,créditos existentes pagos devidamente até agora,708,2,fiador,nenhum,1,Bom
318,Regular,24,créditos existentes pagos devidamente até agora,4351,1,nenhum,nenhum,1,Bom
319,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),701,4,nenhum,nenhum,2,Bom
320,Negativo,15,atraso no pagamento no passado,3643,1,nenhum,nenhum,2,Bom
321,Regular,30,conta crítica/outros créditos existentes (não neste banco),4249,4,nenhum,nenhum,2,Ruim
322,Negativo,24,créditos existentes pagos devidamente até agora,1938,4,nenhum,nenhum,1,Ruim
323,Negativo,24,créditos existentes pagos devidamente até agora,2910,2,nenhum,nenhum,1,Bom
324,Negativo,18,créditos existentes pagos devidamente até agora,2659,4,nenhum,nenhum,1,Bom
325,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),1028,4,nenhum,nenhum,2,Bom
326,Negativo,8,conta crítica/outros créditos existentes (não neste banco),3398,1,nenhum,nenhum,2,Bom
327,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),5801,2,nenhum,nenhum,1,Bom
328,Inexistente,24,créditos existentes pagos devidamente até agora,1525,4,nenhum,nenhum,1,Bom
329,Alto,36,créditos existentes pagos devidamente até agora,4473,4,nenhum,nenhum,1,Bom
330,Regular,6,créditos existentes pagos devidamente até agora,1068,4,nenhum,nenhum,1,Bom
331,Negativo,24,conta crítica/outros créditos existentes (não neste banco),6615,2,nenhum,nenhum,2,Bom
332,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),1864,4,nenhum,nenhum,2,Ruim
333,Regular,60,créditos existentes pagos devidamente até agora,7408,4,nenhum,nenhum,1,Ruim
334,Inexistente,48,conta crítica/outros créditos existentes (não neste banco),11590,2,nenhum,banco,2,Ruim
335,Negativo,24,nenhum crédito obtido/todos os créditos pagos devidamente,4110,3,nenhum,banco,2,Ruim
336,Negativo,6,conta crítica/outros créditos existentes (não neste banco),3384,1,nenhum,nenhum,1,Ruim
337,Regular,13,créditos existentes pagos devidamente até agora,2101,2,fiador,nenhum,1,Bom
338,Negativo,15,créditos existentes pagos devidamente até agora,1275,4,nenhum,nenhum,1,Ruim
339,Negativo,24,créditos existentes pagos devidamente até agora,4169,4,nenhum,nenhum,1,Bom
340,Regular,10,créditos existentes pagos devidamente até agora,1521,4,nenhum,nenhum,1,Bom
341,Regular,24,conta crítica/outros créditos existentes (não neste banco),5743,2,nenhum,nenhum,2,Bom
342,Negativo,21,créditos existentes pagos devidamente até agora,3599,1,nenhum,nenhum,1,Bom
343,Regular,18,créditos existentes pagos devidamente até agora,3213,1,nenhum,nenhum,1,Bom
344,Regular,18,créditos existentes pagos devidamente até agora,4439,1,co-requerente,banco,1,Bom
345,Alto,10,créditos existentes pagos devidamente até agora,3949,1,fiador,nenhum,1,Bom
346,Inexistente,15,conta crítica/outros créditos existentes (não neste banco),1459,4,nenhum,nenhum,1,Bom
347,Regular,13,conta crítica/outros créditos existentes (não neste banco),882,4,fiador,nenhum,2,Bom
348,Regular,24,créditos existentes pagos devidamente até agora,3758,1,nenhum,nenhum,1,Bom
349,Inexistente,6,atraso no pagamento no passado,1743,1,nenhum,nenhum,2,Bom
350,Regular,9,conta crítica/outros créditos existentes (não neste banco),1136,4,nenhum,nenhum,2,Ruim
351,Inexistente,9,créditos existentes pagos devidamente até agora,1236,1,nenhum,nenhum,1,Bom
352,Regular,9,créditos existentes pagos devidamente até agora,959,1,nenhum,nenhum,1,Ruim
353,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),3229,2,nenhum,nenhum,1,Bom
354,Negativo,12,nenhum crédito obtido/todos os créditos pagos devidamente,6199,4,nenhum,nenhum,2,Ruim
355,Inexistente,10,créditos existentes pagos devidamente até agora,727,4,nenhum,nenhum,1,Bom
356,Regular,24,créditos existentes pagos devidamente até agora,1246,4,nenhum,lojas,1,Ruim
357,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),2331,1,co-requerente,nenhum,1,Bom
358,Inexistente,36,atraso no pagamento no passado,4463,4,nenhum,nenhum,2,Ruim
359,Inexistente,12,créditos existentes pagos devidamente até agora,776,4,nenhum,nenhum,1,Bom
360,Negativo,30,créditos existentes pagos devidamente até agora,2406,4,nenhum,nenhum,1,Ruim
361,Regular,18,créditos existentes pagos devidamente até agora,1239,4,nenhum,nenhum,1,Bom
362,Alto,12,créditos existentes pagos devidamente até agora,3399,2,nenhum,nenhum,1,Bom
363,Alto,12,atraso no pagamento no passado,2247,2,nenhum,lojas,2,Bom
364,Inexistente,6,créditos existentes pagos devidamente até agora,1766,1,nenhum,nenhum,1,Bom
365,Negativo,18,créditos existentes pagos devidamente até agora,2473,4,nenhum,nenhum,1,Ruim
366,Inexistente,12,créditos existentes pagos devidamente até agora,1542,2,nenhum,nenhum,1,Bom
367,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),3850,3,nenhum,nenhum,2,Bom
368,Negativo,18,créditos existentes pagos devidamente até agora,3650,1,nenhum,nenhum,1,Bom
369,Negativo,36,créditos existentes pagos devidamente até agora,3446,4,nenhum,nenhum,1,Ruim
370,Regular,18,créditos existentes pagos devidamente até agora,3001,2,nenhum,nenhum,1,Bom
371,Inexistente,36,créditos existentes pagos devidamente até agora,3079,4,nenhum,nenhum,1,Bom
372,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),6070,3,nenhum,nenhum,2,Bom
373,Inexistente,10,conta crítica/outros créditos existentes (não neste banco),2146,1,nenhum,nenhum,2,Bom
374,Inexistente,60,conta crítica/outros créditos existentes (não neste banco),13756,2,nenhum,banco,1,Bom
375,Regular,60,todos os créditos deste banco foram devidamente pagos,14782,3,nenhum,banco,2,Ruim
376,Negativo,48,todos os créditos deste banco foram devidamente pagos,7685,2,fiador,nenhum,1,Ruim
377,Inexistente,18,atraso no pagamento no passado,2320,2,nenhum,nenhum,2,Bom
378,Inexistente,7,atraso no pagamento no passado,846,3,nenhum,nenhum,1,Bom
379,Regular,36,créditos existentes pagos devidamente até agora,14318,4,nenhum,nenhum,1,Ruim
380,Inexistente,6,conta crítica/outros créditos existentes (não neste banco),362,4,nenhum,nenhum,2,Bom
381,Negativo,20,créditos existentes pagos devidamente até agora,2212,4,nenhum,nenhum,1,Bom
382,Regular,18,créditos existentes pagos devidamente até agora,12976,3,nenhum,nenhum,1,Ruim
383,Inexistente,22,créditos existentes pagos devidamente até agora,1283,4,nenhum,nenhum,1,Bom
384,Alto,12,créditos existentes pagos devidamente até agora,1330,4,nenhum,nenhum,1,Bom
385,Inexistente,30,atraso no pagamento no passado,4272,2,nenhum,nenhum,2,Bom
386,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),2238,2,nenhum,nenhum,2,Bom
387,Inexistente,18,créditos existentes pagos devidamente até agora,1126,4,nenhum,nenhum,1,Bom
388,Regular,18,conta crítica/outros créditos existentes (não neste banco),7374,4,nenhum,lojas,2,Bom
389,Regular,15,conta crítica/outros créditos existentes (não neste banco),2326,2,nenhum,banco,1,Bom
390,Inexistente,9,créditos existentes pagos devidamente até agora,1449,3,nenhum,nenhum,2,Bom
391,Inexistente,18,créditos existentes pagos devidamente até agora,1820,2,nenhum,nenhum,1,Bom
392,Regular,12,créditos existentes pagos devidamente até agora,983,1,nenhum,nenhum,1,Bom
393,Negativo,36,créditos existentes pagos devidamente até agora,3249,2,nenhum,banco,1,Bom
394,Negativo,6,conta crítica/outros créditos existentes (não neste banco),1957,1,nenhum,nenhum,1,Bom
395,Inexistente,9,conta crítica/outros créditos existentes (não neste banco),2406,2,nenhum,nenhum,1,Bom
396,Regular,39,atraso no pagamento no passado,11760,2,nenhum,nenhum,1,Bom
397,Negativo,12,créditos existentes pagos devidamente até agora,2578,3,nenhum,nenhum,1,Bom
398,Negativo,36,conta crítica/outros créditos existentes (não neste banco),2348,3,nenhum,nenhum,2,Bom
399,Regular,12,créditos existentes pagos devidamente até agora,1223,1,nenhum,nenhum,2,Ruim
400,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),1516,4,nenhum,nenhum,2,Bom
401,Inexistente,18,créditos existentes pagos devidamente até agora,1473,3,nenhum,nenhum,1,Bom
402,Regular,18,conta crítica/outros créditos existentes (não neste banco),1887,4,nenhum,banco,2,Bom
403,Inexistente,24,atraso no pagamento no passado,8648,2,nenhum,banco,2,Ruim
404,Inexistente,14,atraso no pagamento no passado,802,4,nenhum,nenhum,2,Bom
405,Regular,18,atraso no pagamento no passado,2899,4,nenhum,nenhum,1,Bom
406,Regular,24,créditos existentes pagos devidamente até agora,2039,1,nenhum,nenhum,1,Ruim
407,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),2197,4,nenhum,nenhum,2,Bom
408,Negativo,15,créditos existentes pagos devidamente até agora,1053,4,nenhum,nenhum,1,Bom
409,Inexistente,24,créditos existentes pagos devidamente até agora,3235,3,nenhum,nenhum,1,Bom
410,Alto,12,conta crítica/outros créditos existentes (não neste banco),939,4,nenhum,nenhum,3,Ruim
411,Regular,24,créditos existentes pagos devidamente até agora,1967,4,nenhum,nenhum,1,Bom
412,Inexistente,33,conta crítica/outros créditos existentes (não neste banco),7253,3,nenhum,nenhum,2,Bom
413,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),2292,4,nenhum,lojas,2,Ruim
414,Inexistente,10,créditos existentes pagos devidamente até agora,1597,3,nenhum,nenhum,1,Bom
415,Negativo,24,créditos existentes pagos devidamente até agora,1381,4,nenhum,nenhum,1,Ruim
416,Inexistente,36,conta crítica/outros créditos existentes (não neste banco),5842,2,nenhum,nenhum,2,Bom
417,Negativo,12,créditos existentes pagos devidamente até agora,2579,4,nenhum,nenhum,1,Ruim
418,Negativo,18,atraso no pagamento no passado,8471,1,nenhum,nenhum,2,Bom
419,Inexistente,21,créditos existentes pagos devidamente até agora,2782,1,nenhum,banco,1,Bom
420,Regular,18,créditos existentes pagos devidamente até agora,1042,4,nenhum,nenhum,1,Ruim
421,Inexistente,15,créditos existentes pagos devidamente até agora,3186,2,nenhum,nenhum,1,Bom
422,Regular,12,créditos existentes pagos devidamente até agora,2028,4,nenhum,nenhum,1,Bom
423,Regular,12,conta crítica/outros créditos existentes (não neste banco),958,2,nenhum,nenhum,2,Bom
424,Inexistente,21,atraso no pagamento no passado,1591,4,nenhum,nenhum,2,Bom
425,Regular,12,créditos existentes pagos devidamente até agora,2762,1,nenhum,banco,1,Ruim
426,Regular,18,créditos existentes pagos devidamente até agora,2779,1,nenhum,nenhum,1,Bom
427,Inexistente,28,conta crítica/outros créditos existentes (não neste banco),2743,4,nenhum,nenhum,2,Bom
428,Inexistente,18,conta crítica/outros créditos existentes (não neste banco),1149,4,nenhum,nenhum,2,Bom
429,Inexistente,9,créditos existentes pagos devidamente até agora,1313,1,nenhum,nenhum,1,Bom
430,Negativo,18,conta crítica/outros créditos existentes (não neste banco),1190,2,nenhum,nenhum,3,Ruim
431,Inexistente,5,créditos existentes pagos devidamente até agora,3448,1,nenhum,nenhum,1,Bom
432,Regular,24,créditos existentes pagos devidamente até agora,11328,2,co-requerente,banco,2,Ruim
433,Negativo,6,conta crítica/outros créditos existentes (não neste banco),1872,4,nenhum,nenhum,3,Bom
434,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),2058,4,nenhum,nenhum,2,Bom
435,Negativo,9,créditos existentes pagos devidamente até agora,2136,3,nenhum,nenhum,1,Bom
436,Regular,12,créditos existentes pagos devidamente até agora,1484,2,nenhum,nenhum,1,Ruim
437,Inexistente,6,créditos existentes pagos devidamente até agora,660,2,nenhum,nenhum,1,Bom
438,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),1287,4,nenhum,nenhum,2,Bom
439,Negativo,42,conta crítica/outros créditos existentes (não neste banco),3394,4,co-requerente,nenhum,2,Bom
440,Alto,12,todos os créditos deste banco foram devidamente pagos,609,4,nenhum,nenhum,1,Ruim
441,Inexistente,12,créditos existentes pagos devidamente até agora,1884,4,nenhum,nenhum,1,Bom
442,Negativo,12,créditos existentes pagos devidamente até agora,1620,2,co-requerente,nenhum,1,Bom
443,Regular,20,atraso no pagamento no passado,2629,2,nenhum,banco,2,Bom
444,Inexistente,12,créditos existentes pagos devidamente até agora,719,4,nenhum,banco,1,Ruim
445,Regular,48,conta crítica/outros créditos existentes (não neste banco),5096,2,nenhum,nenhum,1,Ruim
446,Inexistente,9,conta crítica/outros créditos existentes (não neste banco),1244,4,nenhum,nenhum,2,Bom
447,Negativo,36,créditos existentes pagos devidamente até agora,1842,4,nenhum,nenhum,1,Ruim
448,Regular,7,créditos existentes pagos devidamente até agora,2576,2,fiador,nenhum,1,Bom
449,Alto,12,créditos existentes pagos devidamente até agora,1424,3,nenhum,nenhum,1,Bom
450,Regular,15,atraso no pagamento no passado,1512,3,nenhum,lojas,2,Ruim
451,Inexistente,36,conta crítica/outros créditos existentes (não neste banco),11054,4,nenhum,nenhum,1,Bom
452,Inexistente,6,créditos existentes pagos devidamente até agora,518,3,nenhum,nenhum,1,Bom
453,Inexistente,12,nenhum crédito obtido/todos os créditos pagos devidamente,2759,2,nenhum,nenhum,2,Bom
454,Inexistente,24,créditos existentes pagos devidamente até agora,2670,4,nenhum,nenhum,1,Bom
455,Negativo,24,créditos existentes pagos devidamente até agora,4817,2,co-requerente,nenhum,1,Ruim
456,Inexistente,24,créditos existentes pagos devidamente até agora,2679,4,nenhum,nenhum,1,Bom
457,Negativo,11,conta crítica/outros créditos existentes (não neste banco),3905,2,nenhum,nenhum,2,Bom
458,Negativo,12,créditos existentes pagos devidamente até agora,3386,3,nenhum,nenhum,1,Ruim
459,Negativo,6,créditos existentes pagos devidamente até agora,343,4,nenhum,nenhum,1,Bom
460,Inexistente,18,créditos existentes pagos devidamente até agora,4594,3,nenhum,nenhum,1,Bom
461,Negativo,36,créditos existentes pagos devidamente até agora,3620,1,fiador,nenhum,1,Bom
462,Negativo,15,créditos existentes pagos devidamente até agora,1721,2,nenhum,nenhum,1,Bom
463,Regular,12,créditos existentes pagos devidamente até agora,3017,3,nenhum,nenhum,1,Bom
464,Regular,12,créditos existentes pagos devidamente até agora,754,4,nenhum,nenhum,2,Bom
465,Inexistente,18,créditos existentes pagos devidamente até agora,1950,4,nenhum,lojas,2,Bom
466,Negativo,24,créditos existentes pagos devidamente até agora,2924,3,fiador,banco,1,Bom
467,Negativo,24,atraso no pagamento no passado,1659,4,nenhum,nenhum,1,Ruim
468,Inexistente,48,atraso no pagamento no passado,7238,3,nenhum,banco,2,Bom
469,Inexistente,33,atraso no pagamento no passado,2764,2,nenhum,nenhum,2,Bom
470,Inexistente,24,atraso no pagamento no passado,4679,3,nenhum,nenhum,2,Bom
471,Regular,24,créditos existentes pagos devidamente até agora,3092,3,nenhum,nenhum,1,Ruim
472,Negativo,6,créditos existentes pagos devidamente até agora,448,4,nenhum,nenhum,1,Ruim
473,Negativo,9,créditos existentes pagos devidamente até agora,654,4,nenhum,nenhum,1,Ruim
474,Inexistente,6,créditos existentes pagos devidamente até agora,1238,4,nenhum,nenhum,1,Bom
475,Regular,18,conta crítica/outros créditos existentes (não neste banco),1245,4,nenhum,nenhum,1,Ruim
476,Negativo,18,nenhum crédito obtido/todos os créditos pagos devidamente,3114,1,nenhum,nenhum,1,Ruim
477,Inexistente,39,créditos existentes pagos devidamente até agora,2569,4,nenhum,nenhum,1,Bom
478,Alto,24,créditos existentes pagos devidamente até agora,5152,4,nenhum,banco,1,Bom
479,Regular,12,créditos existentes pagos devidamente até agora,1037,3,nenhum,nenhum,1,Bom
480,Negativo,15,conta crítica/outros créditos existentes (não neste banco),1478,4,nenhum,nenhum,2,Bom
481,Regular,12,conta crítica/outros créditos existentes (não neste banco),3573,1,nenhum,nenhum,1,Bom
482,Regular,24,créditos existentes pagos devidamente até agora,1201,4,nenhum,nenhum,1,Bom
483,Negativo,30,créditos existentes pagos devidamente até agora,3622,4,nenhum,nenhum,2,Bom
484,Inexistente,15,atraso no pagamento no passado,960,3,nenhum,nenhum,2,Bom
485,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),1163,4,nenhum,nenhum,1,Bom
486,Regular,6,atraso no pagamento no passado,1209,4,nenhum,nenhum,1,Ruim
487,Inexistente,12,créditos existentes pagos devidamente até agora,3077,2,nenhum,nenhum,1,Bom
488,Inexistente,24,créditos existentes pagos devidamente até agora,3757,4,co-requerente,nenhum,1,Bom
489,Inexistente,10,créditos existentes pagos devidamente até agora,1418,3,nenhum,nenhum,1,Bom
490,Inexistente,6,créditos existentes pagos devidamente até agora,3518,2,fiador,nenhum,1,Bom
491,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),1934,2,nenhum,nenhum,2,Bom
492,Regular,27,nenhum crédito obtido/todos os créditos pagos devidamente,8318,2,nenhum,nenhum,2,Ruim
493,Inexistente,6,conta crítica/outros créditos existentes (não neste banco),1237,1,nenhum,nenhum,2,Bom
494,Regular,6,créditos existentes pagos devidamente até agora,368,4,nenhum,nenhum,1,Bom
495,Negativo,12,conta crítica/outros créditos existentes (não neste banco),2122,3,nenhum,nenhum,2,Bom
496,Negativo,24,créditos existentes pagos devidamente até agora,2996,2,nenhum,nenhum,1,Ruim
497,Regular,36,créditos existentes pagos devidamente até agora,9034,4,co-requerente,nenhum,1,Ruim
498,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),1585,4,nenhum,nenhum,2,Bom
499,Regular,18,créditos existentes pagos devidamente até agora,1301,4,fiador,nenhum,1,Bom
500,Alto,6,conta crítica/outros créditos existentes (não neste banco),1323,2,nenhum,nenhum,2,Bom
501,Negativo,24,créditos existentes pagos devidamente até agora,3123,4,nenhum,nenhum,1,Ruim
502,Negativo,36,créditos existentes pagos devidamente até agora,5493,2,nenhum,nenhum,1,Bom
503,Alto,9,créditos existentes pagos devidamente até agora,1126,2,nenhum,nenhum,1,Bom
504,Regular,24,conta crítica/outros créditos existentes (não neste banco),1216,4,nenhum,banco,2,Ruim
505,Negativo,24,créditos existentes pagos devidamente até agora,1207,4,nenhum,nenhum,1,Ruim
506,Inexistente,10,créditos existentes pagos devidamente até agora,1309,4,fiador,nenhum,1,Ruim
507,Alto,15,conta crítica/outros créditos existentes (não neste banco),2360,2,nenhum,nenhum,1,Bom
508,Regular,15,todos os créditos deste banco foram devidamente pagos,6850,1,nenhum,nenhum,1,Ruim
509,Inexistente,24,créditos existentes pagos devidamente até agora,1413,4,nenhum,nenhum,1,Bom
510,Inexistente,39,créditos existentes pagos devidamente até agora,8588,4,nenhum,nenhum,1,Bom
511,Negativo,12,créditos existentes pagos devidamente até agora,759,4,nenhum,nenhum,1,Ruim
512,Inexistente,36,créditos existentes pagos devidamente até agora,4686,2,nenhum,nenhum,1,Bom
513,Alto,15,créditos existentes pagos devidamente até agora,2687,2,nenhum,nenhum,1,Bom
514,Regular,12,atraso no pagamento no passado,585,4,co-requerente,nenhum,2,Bom
515,Inexistente,24,créditos existentes pagos devidamente até agora,2255,4,nenhum,nenhum,1,Bom
516,Negativo,6,conta crítica/outros créditos existentes (não neste banco),609,4,nenhum,nenhum,2,Bom
517,Negativo,6,conta crítica/outros créditos existentes (não neste banco),1361,2,nenhum,nenhum,1,Bom
518,Inexistente,36,conta crítica/outros créditos existentes (não neste banco),7127,2,nenhum,nenhum,2,Ruim
519,Negativo,6,créditos existentes pagos devidamente até agora,1203,3,nenhum,nenhum,1,Bom
520,Inexistente,6,conta crítica/outros créditos existentes (não neste banco),700,4,nenhum,nenhum,2,Bom
521,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),5507,3,nenhum,nenhum,2,Bom
522,Negativo,18,créditos existentes pagos devidamente até agora,3190,2,nenhum,nenhum,1,Ruim
523,Negativo,48,nenhum crédito obtido/todos os créditos pagos devidamente,7119,3,nenhum,nenhum,2,Ruim
524,Inexistente,24,créditos existentes pagos devidamente até agora,3488,3,nenhum,nenhum,1,Bom
525,Regular,18,créditos existentes pagos devidamente até agora,1113,4,fiador,nenhum,1,Bom
526,Regular,26,créditos existentes pagos devidamente até agora,7966,2,nenhum,nenhum,2,Bom
527,Inexistente,15,conta crítica/outros créditos existentes (não neste banco),1532,4,nenhum,nenhum,1,Bom
528,Inexistente,4,conta crítica/outros créditos existentes (não neste banco),1503,2,nenhum,nenhum,2,Bom
529,Negativo,36,créditos existentes pagos devidamente até agora,2302,4,nenhum,nenhum,1,Ruim
530,Negativo,6,créditos existentes pagos devidamente até agora,662,3,nenhum,nenhum,1,Bom
531,Regular,36,créditos existentes pagos devidamente até agora,2273,3,nenhum,nenhum,2,Bom
532,Regular,15,créditos existentes pagos devidamente até agora,2631,2,nenhum,nenhum,2,Ruim
533,Inexistente,12,atraso no pagamento no passado,1503,4,nenhum,nenhum,1,Bom
534,Inexistente,24,créditos existentes pagos devidamente até agora,1311,4,nenhum,nenhum,1,Bom
535,Inexistente,24,créditos existentes pagos devidamente até agora,3105,4,nenhum,nenhum,2,Bom
536,Alto,21,conta crítica/outros créditos existentes (não neste banco),2319,2,nenhum,nenhum,1,Ruim
537,Negativo,6,créditos existentes pagos devidamente até agora,1374,4,nenhum,nenhum,1,Bom
538,Regular,18,conta crítica/outros créditos existentes (não neste banco),3612,3,nenhum,nenhum,1,Bom
539,Negativo,48,créditos existentes pagos devidamente até agora,7763,4,nenhum,banco,1,Ruim
540,Alto,18,créditos existentes pagos devidamente até agora,3049,1,nenhum,lojas,1,Bom
541,Regular,12,créditos existentes pagos devidamente até agora,1534,1,nenhum,nenhum,1,Ruim
542,Inexistente,24,atraso no pagamento no passado,2032,4,nenhum,nenhum,2,Bom
543,Negativo,30,créditos existentes pagos devidamente até agora,6350,4,nenhum,nenhum,1,Ruim
544,Alto,18,créditos existentes pagos devidamente até agora,2864,2,nenhum,nenhum,1,Ruim
545,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),1255,4,nenhum,nenhum,2,Bom
546,Negativo,24,atraso no pagamento no passado,1333,4,nenhum,nenhum,2,Ruim
547,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),2022,4,nenhum,nenhum,1,Bom
548,Inexistente,24,créditos existentes pagos devidamente até agora,1552,3,nenhum,banco,1,Bom
549,Negativo,12,todos os créditos deste banco foram devidamente pagos,626,4,nenhum,banco,1,Ruim
550,Inexistente,48,conta crítica/outros créditos existentes (não neste banco),8858,2,nenhum,nenhum,2,Bom
551,Inexistente,12,conta crítica/outros créditos existentes (não neste banco),996,4,nenhum,nenhum,2,Bom
552,Inexistente,6,todos os créditos deste banco foram devidamente pagos,1750,2,nenhum,banco,1,Bom
553,Negativo,48,créditos existentes pagos devidamente até agora,6999,1,fiador,nenhum,2,Ruim
554,Regular,12,conta crítica/outros créditos existentes (não neste banco),1995,4,nenhum,nenhum,1,Bom
555,Regular,9,créditos existentes pagos devidamente até agora,1199,4,nenhum,nenhum,2,Bom
556,Regular,12,créditos existentes pagos devidamente até agora,1331,2,nenhum,lojas,1,Ruim
557,Regular,18,nenhum crédito obtido/todos os créditos pagos devidamente,2278,3,nenhum,nenhum,2,Ruim
558,Inexistente,21,nenhum crédito obtido/todos os créditos pagos devidamente,5003,1,nenhum,banco,2,Ruim
559,Negativo,24,todos os créditos deste banco foram devidamente pagos,3552,3,nenhum,banco,1,Ruim
560,Regular,18,conta crítica/outros créditos existentes (não neste banco),1928,2,nenhum,nenhum,2,Ruim
561,Negativo,24,créditos existentes pagos devidamente até agora,2964,4,nenhum,banco,1,Bom
562,Negativo,24,todos os créditos deste banco foram devidamente pagos,1546,4,fiador,banco,1,Ruim
563,Alto,6,atraso no pagamento no passado,683,2,nenhum,banco,1,Bom
564,Regular,36,créditos existentes pagos devidamente até agora,12389,1,nenhum,nenhum,1,Ruim
565,Regular,24,atraso no pagamento no passado,4712,4,nenhum,banco,2,Bom
566,Regular,24,atraso no pagamento no passado,1553,3,nenhum,nenhum,2,Bom
567,Negativo,12,créditos existentes pagos devidamente até agora,1372,2,nenhum,nenhum,1,Ruim
568,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),2578,2,nenhum,nenhum,1,Bom
569,Regular,48,créditos existentes pagos devidamente até agora,3979,4,nenhum,nenhum,2,Bom
570,Negativo,48,créditos existentes pagos devidamente até agora,6758,3,nenhum,nenhum,1,Ruim
571,Negativo,24,créditos existentes pagos devidamente até agora,3234,4,nenhum,nenhum,1,Ruim
572,Inexistente,30,conta crítica/outros créditos existentes (não neste banco),5954,3,co-requerente,nenhum,1,Bom
573,Inexistente,24,créditos existentes pagos devidamente até agora,5433,2,nenhum,nenhum,1,Bom
574,Negativo,15,créditos existentes pagos devidamente até agora,806,4,nenhum,nenhum,1,Bom
575,Regular,9,créditos existentes pagos devidamente até agora,1082,4,nenhum,nenhum,2,Bom
576,Inexistente,15,conta crítica/outros créditos existentes (não neste banco),2788,2,co-requerente,banco,2,Bom
577,Regular,12,créditos existentes pagos devidamente até agora,2930,2,nenhum,nenhum,1,Bom
578,Inexistente,24,conta crítica/outros créditos existentes (não neste banco),1927,3,nenhum,nenhum,2,Bom
