status_conta,duracao_mes,hist_credito,proposito,qtdd_credito,reserva,temp_man_empr_atual,percen_tx_rendim_disp,genero,estado_civil,dev_fiadores,tempo_res_atual,patrimonio,idade_anos,outros_par,habitacao,n_creditos,status_ocupacional,n_corresponsaveis,telefone,estrangeiro,classe,ID
Inexistente,12,Quitados,reciclagem,3447,500 - 1000,1 - 4,4,Mulher,uniao registrada,nenhum,3,Imóvel,35,nenhum,própria,1,"Desempregado/
não qualificado",2,Nenhum,Sim,Bom,245
Inexistente,24,Em aberto mas em dia,negócios,1258,< 100,4 - 7,4,Homem, solteiro,nenhum,1,Imóvel,25,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,246
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,717,< 100,> 7,4,Homem, solteiro,nenhum,4,Imóvel,52,nenhum,própria,3,"Empregado
qualificado",1,Nenhum,Sim,Bom,247
Inexistente,6,Quitados,carro (novo),1204,100 - 500,1 - 4,4,Homem, solteiro,nenhum,1,"Sem posses/
desconhecido",35,banco,alugada,1,"Empregado
qualificado",1,Nenhum,Não,Bom,248
Alto,24,Em aberto mas em dia,móveis/equipamentos,1925,< 100,1 - 4,2,Homem, solteiro,nenhum,2,Imóvel,26,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,249
Inexistente,18,Em aberto mas em dia,rádio/televisão,433,< 100,desempregado,3,Mulher,uniao registrada,co-requerente,4,Imóvel,22,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,250
Negativo,6,conta crítica/outros créditos existentes (não neste banco),carro (novo),666,> 1000,4 - 7,3,Mulher,uniao registrada,nenhum,4,Imóvel,39,nenhum,própria,2,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,251
Alto,12,Em aberto mas em dia,móveis/equipamentos,2251,< 100,1 - 4,1,Mulher,uniao registrada,nenhum,2,Carro/outro,46,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,252
Regular,30,Em aberto mas em dia,carro (novo),2150,< 100,1 - 4,4,Mulher,uniao registrada,fiador,2,"Sem posses/
desconhecido",24,banco,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,253
Inexistente,24,Pago mas já esteve em atraso,móveis/equipamentos,4151,100 - 500,1 - 4,2,Homem, solteiro,nenhum,3,"Poupança/
Seguro de vida",35,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,254
Regular,9,Em aberto mas em dia,móveis/equipamentos,2030,Desconhecido/Inexistente,4 - 7,2,Homem, solteiro,nenhum,1,Carro/outro,24,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,255
Regular,60,Pago mas já esteve em atraso,rádio/televisão,7418,Desconhecido/Inexistente,1 - 4,1,Homem, solteiro,nenhum,1,Imóvel,27,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,256
Inexistente,24,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,2684,< 100,1 - 4,4,Homem, solteiro,nenhum,2,Imóvel,35,nenhum,própria,2,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,257
Negativo,12,Quitados,rádio/televisão,2149,< 100,1 - 4,4,Homem,uniao registrada,nenhum,1,"Sem posses/
desconhecido",29,nenhum,de graça,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,258
Inexistente,15,Em aberto mas em dia,carro (usado),3812,100 - 500,...<1ano,1,Mulher,uniao registrada,nenhum,4,Carro/outro,23,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,259
Inexistente,11,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1154,100 - 500,desempregado,4,Mulher,uniao registrada,nenhum,4,Imóvel,57,nenhum,própria,3,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,260
Negativo,12,Em aberto mas em dia,móveis/equipamentos,1657,< 100,1 - 4,2,Homem, solteiro,nenhum,2,Imóvel,27,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,261
Negativo,24,Em aberto mas em dia,rádio/televisão,1603,< 100,> 7,4,Mulher,uniao registrada,nenhum,4,Carro/outro,55,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,262
Negativo,18,conta crítica/outros créditos existentes (não neste banco),carro (novo),5302,< 100,> 7,2,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",36,nenhum,de graça,3,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,263
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),educação,2748,< 100,> 7,2,Mulher,uniao registrada,nenhum,4,"Sem posses/
desconhecido",57,banco,de graça,3,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,264
Inexistente,10,conta crítica/outros créditos existentes (não neste banco),carro (novo),1231,< 100,> 7,3,Homem, solteiro,nenhum,4,Imóvel,32,nenhum,própria,2,"Desempregado/
não qualificado",2,Nenhum,Não,Bom,265
Regular,15,Em aberto mas em dia,rádio/televisão,802,< 100,> 7,4,Homem, solteiro,nenhum,3,Carro/outro,37,nenhum,própria,1,"Empregado
qualificado",2,Nenhum,Sim,Ruim,266
Inexistente,36,conta crítica/outros créditos existentes (não neste banco),negócios,6304,Desconhecido/Inexistente,> 7,4,Homem, solteiro,nenhum,4,Imóvel,36,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,267
Inexistente,24,Em aberto mas em dia,rádio/televisão,1533,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,3,Carro/outro,38,lojas,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,268
Negativo,14,Em aberto mas em dia,carro (novo),8978,< 100,> 7,1,Homem,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",45,nenhum,própria,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Não,Ruim,269
Inexistente,24,Em aberto mas em dia,rádio/televisão,999,Desconhecido/Inexistente,> 7,4,Homem, solteiro,nenhum,2,Carro/outro,25,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,270
Inexistente,18,Em aberto mas em dia,carro (novo),2662,Desconhecido/Inexistente,4 - 7,4,Homem, solteiro,nenhum,3,"Poupança/
Seguro de vida",32,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Não,Bom,271
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1402,500 - 1000,4 - 7,3,Mulher,uniao registrada,nenhum,4,Carro/outro,37,nenhum,alugada,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,272
Regular,48,Quitados,carro (novo),12169,Desconhecido/Inexistente,desempregado,4,Homem, solteiro,co-requerente,4,"Sem posses/
desconhecido",36,nenhum,de graça,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,273
Regular,48,Em aberto mas em dia,rádio/televisão,3060,< 100,4 - 7,4,Homem, solteiro,nenhum,4,Imóvel,28,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Ruim,274
Negativo,30,Em aberto mas em dia,reparos,11998,< 100,...<1ano,1,Homem,uniao registrada,nenhum,1,"Sem posses/
desconhecido",34,nenhum,própria,1,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,275
Inexistente,9,Em aberto mas em dia,rádio/televisão,2697,< 100,1 - 4,1,Homem, solteiro,nenhum,2,Imóvel,32,nenhum,própria,1,"Empregado
qualificado",2,Nenhum,Sim,Bom,276
Inexistente,18,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,2404,< 100,1 - 4,2,Mulher,uniao registrada,nenhum,2,Carro/outro,26,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,277
Negativo,12,Em aberto mas em dia,móveis/equipamentos,1262,Desconhecido/Inexistente,> 7,2,Homem,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",49,nenhum,própria,1,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,278
Inexistente,6,Em aberto mas em dia,móveis/equipamentos,4611,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",32,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,279
Inexistente,24,Em aberto mas em dia,rádio/televisão,1901,100 - 500,1 - 4,4,Homem, solteiro,nenhum,4,Carro/outro,29,nenhum,alugada,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,280
Inexistente,15,conta crítica/outros créditos existentes (não neste banco),carro (usado),3368,> 1000,> 7,3,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",23,nenhum,alugada,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,281
Inexistente,12,Em aberto mas em dia,móveis/equipamentos,1574,< 100,1 - 4,4,Homem, solteiro,nenhum,2,Imóvel,50,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,282
Alto,18,Quitados,rádio/televisão,1445,Desconhecido/Inexistente,4 - 7,4,Homem, solteiro,nenhum,4,Carro/outro,49,banco,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,283
Inexistente,15,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1520,Desconhecido/Inexistente,> 7,4,Homem, solteiro,nenhum,4,"Poupança/
Seguro de vida",63,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,284
Regular,24,conta crítica/outros créditos existentes (não neste banco),carro (novo),3878,100 - 500,...<1ano,4,Homem,uniao registrada,nenhum,2,Carro/outro,37,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,285
Negativo,47,Em aberto mas em dia,carro (novo),10722,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,1,Imóvel,35,nenhum,própria,1,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,286
Negativo,48,Em aberto mas em dia,carro (usado),4788,< 100,4 - 7,4,Homem, solteiro,nenhum,3,"Poupança/
Seguro de vida",26,nenhum,própria,1,"Empregado
qualificado",2,Nenhum,Sim,Bom,287
Regular,48,Pago mas já esteve em atraso,carro (usado),7582,100 - 500,desempregado,2,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",31,nenhum,de graça,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,288
Regular,12,Em aberto mas em dia,rádio/televisão,1092,< 100,1 - 4,4,Mulher,uniao registrada,fiador,4,Imóvel,49,nenhum,própria,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,289
Negativo,24,Pago mas já esteve em atraso,rádio/televisão,1024,< 100,...<1ano,4,Homem,uniao registrada,nenhum,4,Imóvel,48,lojas,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,290
Inexistente,12,Em aberto mas em dia,negócios,1076,< 100,1 - 4,2,Homem,uniao registrada,nenhum,2,Imóvel,26,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Não,Bom,291
Regular,36,Em aberto mas em dia,carro (usado),9398,< 100,...<1ano,1,Homem,uniao registrada,nenhum,4,Carro/outro,28,nenhum,alugada,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,292
Negativo,24,conta crítica/outros créditos existentes (não neste banco),carro (usado),6419,< 100,> 7,2,Mulher,uniao registrada,nenhum,4,"Sem posses/
desconhecido",44,nenhum,de graça,2,"Empregado em 
 cargo superior
 qualificado",2,"Sim, registrado em nome do cliente",Sim,Bom,293
Alto,42,conta crítica/outros créditos existentes (não neste banco),carro (usado),4796,< 100,> 7,4,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",56,nenhum,de graça,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,294
Inexistente,48,conta crítica/outros créditos existentes (não neste banco),negócios,7629,Desconhecido/Inexistente,> 7,4,Homem,uniao registrada,nenhum,2,Carro/outro,46,banco,própria,2,"Empregado em 
 cargo superior
 qualificado",2,Nenhum,Sim,Bom,295
Regular,48,Em aberto mas em dia,móveis/equipamentos,9960,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,2,Carro/outro,26,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,296
Inexistente,12,Em aberto mas em dia,carro (usado),4675,Desconhecido/Inexistente,...<1ano,1,Mulher,uniao registrada,nenhum,4,Carro/outro,20,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,297
Inexistente,10,Em aberto mas em dia,carro (novo),1287,Desconhecido/Inexistente,> 7,4,Homem, solteiro,co-requerente,2,"Poupança/
Seguro de vida",45,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Não,Bom,298
Inexistente,18,Em aberto mas em dia,móveis/equipamentos,2515,< 100,1 - 4,3,Homem, solteiro,nenhum,4,Imóvel,43,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,299
Regular,21,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,2745,> 1000,4 - 7,3,Homem, solteiro,nenhum,2,Carro/outro,32,nenhum,própria,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,300
Inexistente,6,Em aberto mas em dia,carro (novo),672,< 100,desempregado,1,Mulher,uniao registrada,nenhum,4,Imóvel,54,nenhum,própria,1,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,301
Regular,36,Quitados,rádio/televisão,3804,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,1,Carro/outro,42,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,302
Alto,24,conta crítica/outros créditos existentes (não neste banco),carro (novo),1344,Desconhecido/Inexistente,4 - 7,4,Homem, solteiro,nenhum,2,Imóvel,37,banco,própria,2,"Desempregado/
não qualificado",2,Nenhum,Sim,Ruim,303
Negativo,10,conta crítica/outros créditos existentes (não neste banco),carro (novo),1038,< 100,4 - 7,4,Homem, solteiro,co-requerente,3,"Poupança/
Seguro de vida",49,nenhum,própria,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,304
Inexistente,48,conta crítica/outros créditos existentes (não neste banco),carro (novo),10127,500 - 1000,1 - 4,2,Homem, solteiro,nenhum,2,"Sem posses/
desconhecido",44,banco,de graça,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,305
Inexistente,6,Em aberto mas em dia,móveis/equipamentos,1543,> 1000,1 - 4,4,Homem,uniao registrada,nenhum,2,Imóvel,33,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,306
Inexistente,30,Em aberto mas em dia,carro (usado),4811,Desconhecido/Inexistente,4 - 7,2,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",24,lojas,alugada,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,307
Negativo,12,Em aberto mas em dia,rádio/televisão,727,100 - 500,...<1ano,4,Homem,uniao registrada,nenhum,3,"Sem posses/
desconhecido",33,nenhum,própria,1,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,308
Regular,8,Em aberto mas em dia,móveis/equipamentos,1237,< 100,1 - 4,3,Mulher,uniao registrada,nenhum,4,Imóvel,24,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,309
Regular,9,Em aberto mas em dia,carro (novo),276,< 100,1 - 4,4,Homem,uniao registrada,nenhum,4,Imóvel,22,nenhum,alugada,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,310
Regular,48,Em aberto mas em dia,carro (usado),5381,Desconhecido/Inexistente,desempregado,3,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",40,banco,de graça,1,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,311
Inexistente,24,Em aberto mas em dia,móveis/equipamentos,5511,100 - 500,1 - 4,4,Homem, solteiro,nenhum,1,Carro/outro,25,lojas,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,312
Alto,24,Em aberto mas em dia,móveis/equipamentos,3749,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,4,Carro/outro,26,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,313
Regular,12,Em aberto mas em dia,carro (novo),685,< 100,4 - 7,2,Homem,uniao registrada,nenhum,3,Carro/outro,25,banco,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Ruim,314
Alto,4,Em aberto mas em dia,carro (novo),1494,Desconhecido/Inexistente,...<1ano,1,Homem, solteiro,nenhum,2,Imóvel,29,nenhum,própria,1,"Desempregado/
não qualificado",2,Nenhum,Não,Bom,315
Negativo,36,Quitados,móveis/equipamentos,2746,< 100,> 7,4,Homem, solteiro,nenhum,4,Carro/outro,31,banco,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,316
Negativo,12,Em aberto mas em dia,móveis/equipamentos,708,< 100,1 - 4,2,Homem, solteiro,fiador,3,"Poupança/
Seguro de vida",38,nenhum,própria,1,"Desempregado/
não qualificado",2,Nenhum,Sim,Bom,317
Regular,24,Em aberto mas em dia,móveis/equipamentos,4351,Desconhecido/Inexistente,1 - 4,1,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",48,nenhum,própria,1,"Desempregado/
não qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,318
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),educação,701,< 100,1 - 4,4,Homem, solteiro,nenhum,2,Carro/outro,32,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,319
Negativo,15,Pago mas já esteve em atraso,móveis/equipamentos,3643,< 100,> 7,1,Mulher,uniao registrada,nenhum,4,"Poupança/
Seguro de vida",27,nenhum,própria,2,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,320
Regular,30,conta crítica/outros créditos existentes (não neste banco),carro (novo),4249,< 100,desempregado,4,Homem,uniao registrada,nenhum,2,Carro/outro,28,nenhum,própria,2,"Empregado em 
 cargo superior
 qualificado",1,Nenhum,Sim,Ruim,321
Negativo,24,Em aberto mas em dia,rádio/televisão,1938,< 100,...<1ano,4,Homem,uniao registrada,nenhum,3,"Poupança/
Seguro de vida",32,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,322
Negativo,24,Em aberto mas em dia,carro (usado),2910,< 100,4 - 7,2,Homem, solteiro,nenhum,1,"Sem posses/
desconhecido",34,nenhum,de graça,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,323
Negativo,18,Em aberto mas em dia,móveis/equipamentos,2659,> 1000,1 - 4,4,Homem, solteiro,nenhum,2,Carro/outro,28,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,324
Inexistente,18,conta crítica/outros créditos existentes (não neste banco),carro (novo),1028,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,3,Imóvel,36,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,325
Negativo,8,conta crítica/outros créditos existentes (não neste banco),carro (novo),3398,< 100,4 - 7,1,Homem, solteiro,nenhum,4,Imóvel,39,nenhum,própria,2,"Desempregado/
não qualificado",1,Nenhum,Não,Bom,326
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,5801,Desconhecido/Inexistente,> 7,2,Homem, solteiro,nenhum,4,"Poupança/
Seguro de vida",49,nenhum,alugada,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,327
Inexistente,24,Em aberto mas em dia,carro (novo),1525,> 1000,4 - 7,4,Mulher,uniao registrada,nenhum,3,Carro/outro,34,nenhum,própria,1,"Empregado
qualificado",2,"Sim, registrado em nome do cliente",Sim,Bom,328
Alto,36,Em aberto mas em dia,rádio/televisão,4473,< 100,> 7,4,Homem, solteiro,nenhum,2,Carro/outro,31,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,329
Regular,6,Em aberto mas em dia,rádio/televisão,1068,< 100,> 7,4,Homem, solteiro,nenhum,4,Carro/outro,28,nenhum,própria,1,"Empregado
qualificado",2,Nenhum,Sim,Bom,330
Negativo,24,conta crítica/outros créditos existentes (não neste banco),carro (usado),6615,< 100,desempregado,2,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",75,nenhum,de graça,2,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,331
Inexistente,18,conta crítica/outros créditos existentes (não neste banco),educação,1864,100 - 500,1 - 4,4,Mulher,uniao registrada,nenhum,2,Imóvel,30,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Ruim,332
Regular,60,Em aberto mas em dia,carro (novo),7408,100 - 500,...<1ano,4,Mulher,uniao registrada,nenhum,2,"Poupança/
Seguro de vida",24,nenhum,própria,1,"Empregado em 
 cargo superior
 qualificado",1,Nenhum,Sim,Ruim,333
Inexistente,48,conta crítica/outros créditos existentes (não neste banco),carro (usado),11590,100 - 500,1 - 4,2,Mulher,uniao registrada,nenhum,4,Carro/outro,24,banco,alugada,2,"Desempregado/
não qualificado",1,Nenhum,Sim,Ruim,334
Negativo,24,Quitados,móveis/equipamentos,4110,< 100,> 7,3,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",23,banco,alugada,2,"Empregado
qualificado",2,Nenhum,Sim,Ruim,335
Negativo,6,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,3384,< 100,1 - 4,1,Homem,uniao registrada,nenhum,4,Imóvel,44,nenhum,alugada,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,336
Regular,13,Em aberto mas em dia,rádio/televisão,2101,< 100,...<1ano,2,Mulher,uniao registrada,fiador,4,"Poupança/
Seguro de vida",23,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,337
Negativo,15,Em aberto mas em dia,eletrodomésticos,1275,Desconhecido/Inexistente,1 - 4,4,Mulher,uniao registrada,nenhum,2,Carro/outro,24,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,338
Negativo,24,Em aberto mas em dia,móveis/equipamentos,4169,< 100,1 - 4,4,Homem, solteiro,nenhum,4,"Poupança/
Seguro de vida",28,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,339
Regular,10,Em aberto mas em dia,móveis/equipamentos,1521,< 100,1 - 4,4,Homem,uniao registrada,nenhum,2,Carro/outro,31,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,340
Regular,24,conta crítica/outros créditos existentes (não neste banco),educação,5743,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,4,"Sem posses/
desconhecido",24,nenhum,de graça,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,341
Negativo,21,Em aberto mas em dia,móveis/equipamentos,3599,< 100,4 - 7,1,Mulher,uniao registrada,nenhum,4,Carro/outro,26,nenhum,alugada,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,342
Regular,18,Em aberto mas em dia,rádio/televisão,3213,500 - 1000,...<1ano,1,Homem,uniao registrada,nenhum,3,Imóvel,25,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,343
Regular,18,Em aberto mas em dia,negócios,4439,< 100,> 7,1,Homem, solteiro,co-requerente,1,Imóvel,33,banco,própria,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,344
Alto,10,Em aberto mas em dia,carro (novo),3949,< 100,...<1ano,1,Homem, solteiro,fiador,1,"Poupança/
Seguro de vida",37,nenhum,própria,1,"Desempregado/
não qualificado",2,Nenhum,Sim,Bom,345
Inexistente,15,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1459,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,2,Carro/outro,43,nenhum,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,346
Regular,13,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,882,< 100,...<1ano,4,Homem, solteiro,fiador,4,Imóvel,23,nenhum,própria,2,"Empregado
qualificado",1,Nenhum,Sim,Bom,347
Regular,24,Em aberto mas em dia,rádio/televisão,3758,500 - 1000,desempregado,1,Mulher,uniao registrada,nenhum,4,"Sem posses/
desconhecido",23,nenhum,alugada,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,348
Inexistente,6,Pago mas já esteve em atraso,negócios,1743,100 - 500,1 - 4,1,Homem, solteiro,nenhum,2,Imóvel,34,nenhum,própria,2,"Desempregado/
não qualificado",1,Nenhum,Sim,Bom,349
Regular,9,conta crítica/outros créditos existentes (não neste banco),educação,1136,> 1000,> 7,4,Homem, solteiro,nenhum,3,"Sem posses/
desconhecido",32,nenhum,de graça,2,"Empregado
qualificado",2,Nenhum,Sim,Ruim,350
Inexistente,9,Em aberto mas em dia,eletrodomésticos,1236,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,4,Imóvel,23,nenhum,alugada,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,351
Regular,9,Em aberto mas em dia,móveis/equipamentos,959,< 100,1 - 4,1,Mulher,uniao registrada,nenhum,2,Carro/outro,29,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Não,Ruim,352
Inexistente,18,conta crítica/outros créditos existentes (não neste banco),carro (usado),3229,Desconhecido/Inexistente,desempregado,2,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",38,nenhum,própria,1,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,353
Negativo,12,Quitados,rádio/televisão,6199,< 100,1 - 4,4,Homem, solteiro,nenhum,2,"Poupança/
Seguro de vida",28,nenhum,alugada,2,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,354
Inexistente,10,Em aberto mas em dia,educação,727,500 - 1000,> 7,4,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",46,nenhum,de graça,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,355
Regular,24,Em aberto mas em dia,carro (novo),1246,< 100,...<1ano,4,Homem, solteiro,nenhum,2,Imóvel,23,lojas,própria,1,"Desempregado/
não qualificado",1,Nenhum,Sim,Ruim,356
Inexistente,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,2331,Desconhecido/Inexistente,> 7,1,Homem, solteiro,co-requerente,4,Imóvel,49,nenhum,própria,1,"Empregado
qualificado",1,"Sim, registrado em nome do cliente",Sim,Bom,357
Inexistente,36,Pago mas já esteve em atraso,rádio/televisão,4463,< 100,1 - 4,4,Homem, solteiro,nenhum,2,Carro/outro,26,nenhum,própria,2,"Empregado em 
 cargo superior
 qualificado",1,"Sim, registrado em nome do cliente",Sim,Ruim,358
Inexistente,12,Em aberto mas em dia,rádio/televisão,776,< 100,1 - 4,4,Homem,uniao registrada,nenhum,2,Imóvel,28,nenhum,própria,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,359
Negativo,30,Em aberto mas em dia,móveis/equipamentos,2406,< 100,4 - 7,4,Mulher,uniao registrada,nenhum,4,Imóvel,23,nenhum,alugada,1,"Empregado
qualificado",1,Nenhum,Sim,Ruim,360
Regular,18,Em aberto mas em dia,educação,1239,Desconhecido/Inexistente,1 - 4,4,Homem, solteiro,nenhum,4,"Sem posses/
desconhecido",61,nenhum,de graça,1,"Empregado
qualificado",1,Nenhum,Sim,Bom,361
