status_conta,duracao_mes,hist_credito,proposito,qtdd_credito,reserva,temp_man_empr_atual,percen_tx_rendim_disp,genero,estado_civil,dev_fiadores,tempo_res_atual,patrimonio,idade_anos,outros_par,habitacao,n_creditos,status_ocupacional,n_corresponsaveis,telefone,estrangeiro,classe,ID
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,36,créditos existentes pagos devidamente até agora,rádio/televisão,3913,< 100,1 - 4,2,Homem, solteiro,nenhum,2,imobiliária,23,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,218
negativo,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,3021,< 100,1 - 4,2,Homem,uniao registrada,nenhum,2,imobiliária,24,nenhum,alugada,1,não qualificado - residente,1,Nenhum,Sim,Bom,219
 inexistente,10,créditos existentes pagos devidamente até agora,carro (novo),1364,< 100,1 - 4,2,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",64,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,220
regular,12,créditos existentes pagos devidamente até agora,rádio/televisão,625,< 100,...<1ano,4,Homem,uniao registrada,fiador,1,imobiliária,26,banco,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,221
negativo,12,créditos existentes pagos devidamente até agora,educação,1200,desconhecido/semcontapoupança,1 - 4,4,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,23,banco,alugada,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,222
 inexistente,12,créditos existentes pagos devidamente até agora,rádio/televisão,707,< 100,1 - 4,4,Homem, solteiro,nenhum,2,imobiliária,30,banco,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,223
 inexistente,24,atraso no pagamento no passado,negócios,2978,desconhecido/semcontapoupança,1 - 4,4,Homem, solteiro,nenhum,4,imobiliária,32,nenhum,própria,2,funcionário/funcionário qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,224
 inexistente,15,créditos existentes pagos devidamente até agora,carro (usado),4657,< 100,1 - 4,3,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",30,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,225
 inexistente,36,nenhum crédito obtido/todos os créditos pagos devidamente,reparos,2613,< 100,1 - 4,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",27,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,226
regular,48,créditos existentes pagos devidamente até agora,rádio/televisão,10961,> 1000,4 - 7,1,Homem, solteiro,co-requerente,2,desconhecido/sem propriedade,27,banco,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,227
negativo,12,créditos existentes pagos devidamente até agora,móveis/equipamentos,7865,< 100,> 7,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,53,nenhum,de graça,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,228
 inexistente,9,créditos existentes pagos devidamente até agora,rádio/televisão,1478,< 100,4 - 7,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",22,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,229
negativo,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,3149,< 100,...<1ano,4,Homem, solteiro,nenhum,1,desconhecido/sem propriedade,22,banco,de graça,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,230
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,36,créditos existentes pagos devidamente até agora,rádio/televisão,4210,< 100,1 - 4,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",26,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,231
 inexistente,9,créditos existentes pagos devidamente até agora,carro (novo),2507,500 - 1000,> 7,2,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,51,nenhum,de graça,1,não qualificado - residente,1,Nenhum,Sim,Bom,232
 inexistente,12,créditos existentes pagos devidamente até agora,rádio/televisão,2141,100 - 500,4 - 7,3,Homem, solteiro,nenhum,1,desconhecido/sem propriedade,35,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,233
regular,18,créditos existentes pagos devidamente até agora,rádio/televisão,866,< 100,1 - 4,4,Homem,uniao registrada,fiador,2,imobiliária,25,nenhum,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,234
 inexistente,4,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1544,< 100,4 - 7,2,Homem, solteiro,nenhum,1,imobiliária,42,nenhum,própria,3,não qualificado - residente,2,Nenhum,Sim,Bom,235
negativo,24,créditos existentes pagos devidamente até agora,rádio/televisão,1823,< 100,desempregado,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",30,lojas,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,2,Nenhum,Sim,Ruim,236
regular,6,créditos existentes pagos devidamente até agora,carro (novo),14555,desconhecido/semcontapoupança,desempregado,1,Homem, solteiro,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,23,nenhum,própria,1,desempregado/não qualificado - não residente,1,"Sim, registrado em nome do cliente",Sim,Ruim,237
regular,21,créditos existentes pagos devidamente até agora,negócios,2767,100 - 500,> 7,4,Homem,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",61,banco,alugada,2,não qualificado - residente,1,Nenhum,Sim,Ruim,238
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1291,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,35,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,239
negativo,30,créditos existentes pagos devidamente até agora,rádio/televisão,2522,< 100,> 7,1,Homem, solteiro,fiador,3,contrato de poupança/seguro de vida da sociedade civil,39,nenhum,própria,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,240
negativo,24,créditos existentes pagos devidamente até agora,carro (novo),915,desconhecido/semcontapoupança,> 7,4,Mulher,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",29,banco,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,241
 inexistente,6,créditos existentes pagos devidamente até agora,rádio/televisão,1595,< 100,4 - 7,3,Homem, solteiro,nenhum,2,contrato de poupança/seguro de vida da sociedade civil,51,nenhum,própria,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,242
negativo,48,nenhum crédito obtido/todos os créditos pagos devidamente,carro (usado),4605,< 100,> 7,3,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,24,nenhum,de graça,2,funcionário/funcionário qualificado,2,Nenhum,Sim,Ruim,243
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),negócios,1185,< 100,1 - 4,3,Mulher,uniao registrada,nenhum,2,imobiliária,27,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,244
 inexistente,12,todos os créditos deste banco foram devidamente pagos,reciclagem,3447,500 - 1000,1 - 4,4,Mulher,uniao registrada,nenhum,3,imobiliária,35,nenhum,própria,1,não qualificado - residente,2,Nenhum,Sim,Bom,245
 inexistente,24,créditos existentes pagos devidamente até agora,negócios,1258,< 100,4 - 7,4,Homem, solteiro,nenhum,1,imobiliária,25,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,246
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,717,< 100,> 7,4,Homem, solteiro,nenhum,4,imobiliária,52,nenhum,própria,3,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,247
 inexistente,6,nenhum crédito obtido/todos os créditos pagos devidamente,carro (novo),1204,100 - 500,1 - 4,4,Homem, solteiro,nenhum,1,desconhecido/sem propriedade,35,banco,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Não,Bom,248
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,1925,< 100,1 - 4,2,Homem, solteiro,nenhum,2,imobiliária,26,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,249
 inexistente,18,créditos existentes pagos devidamente até agora,rádio/televisão,433,< 100,desempregado,3,Mulher,uniao registrada,co-requerente,4,imobiliária,22,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,250
negativo,6,conta crítica/outros créditos existentes (não neste banco),carro (novo),666,> 1000,4 - 7,3,Mulher,uniao registrada,nenhum,4,imobiliária,39,nenhum,própria,2,não qualificado - residente,1,"Sim, registrado em nome do cliente",Sim,Bom,251
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,12,créditos existentes pagos devidamente até agora,móveis/equipamentos,2251,< 100,1 - 4,1,Mulher,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",46,nenhum,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,252
regular,30,créditos existentes pagos devidamente até agora,carro (novo),2150,< 100,1 - 4,4,Mulher,uniao registrada,fiador,2,desconhecido/sem propriedade,24,banco,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,253
 inexistente,24,atraso no pagamento no passado,móveis/equipamentos,4151,100 - 500,1 - 4,2,Homem, solteiro,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,35,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,254
regular,9,créditos existentes pagos devidamente até agora,móveis/equipamentos,2030,desconhecido/semcontapoupança,4 - 7,2,Homem, solteiro,nenhum,1,"carro ou outro, não em conta poupança/títulos",24,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,255
regular,60,atraso no pagamento no passado,rádio/televisão,7418,desconhecido/semcontapoupança,1 - 4,1,Homem, solteiro,nenhum,1,imobiliária,27,nenhum,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,256
 inexistente,24,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,2684,< 100,1 - 4,4,Homem, solteiro,nenhum,2,imobiliária,35,nenhum,própria,2,não qualificado - residente,1,Nenhum,Sim,Bom,257
negativo,12,todos os créditos deste banco foram devidamente pagos,rádio/televisão,2149,< 100,1 - 4,4,Homem,uniao registrada,nenhum,1,desconhecido/sem propriedade,29,nenhum,de graça,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,258
 inexistente,15,créditos existentes pagos devidamente até agora,carro (usado),3812,100 - 500,...<1ano,1,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",23,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,259
 inexistente,11,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,1154,100 - 500,desempregado,4,Mulher,uniao registrada,nenhum,4,imobiliária,57,nenhum,própria,3,não qualificado - residente,1,Nenhum,Sim,Bom,260
negativo,12,créditos existentes pagos devidamente até agora,móveis/equipamentos,1657,< 100,1 - 4,2,Homem, solteiro,nenhum,2,imobiliária,27,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,261
negativo,24,créditos existentes pagos devidamente até agora,rádio/televisão,1603,< 100,> 7,4,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",55,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,262
negativo,18,conta crítica/outros créditos existentes (não neste banco),carro (novo),5302,< 100,> 7,2,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,36,nenhum,de graça,3,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,263
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),educação,2748,< 100,> 7,2,Mulher,uniao registrada,nenhum,4,desconhecido/sem propriedade,57,banco,de graça,3,não qualificado - residente,1,Nenhum,Sim,Bom,264
 inexistente,10,conta crítica/outros créditos existentes (não neste banco),carro (novo),1231,< 100,> 7,3,Homem, solteiro,nenhum,4,imobiliária,32,nenhum,própria,2,não qualificado - residente,2,Nenhum,Não,Bom,265
regular,15,créditos existentes pagos devidamente até agora,rádio/televisão,802,< 100,> 7,4,Homem, solteiro,nenhum,3,"carro ou outro, não em conta poupança/títulos",37,nenhum,própria,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Ruim,266
 inexistente,36,conta crítica/outros créditos existentes (não neste banco),negócios,6304,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,imobiliária,36,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,267
 inexistente,24,créditos existentes pagos devidamente até agora,rádio/televisão,1533,< 100,...<1ano,4,Mulher,uniao registrada,nenhum,3,"carro ou outro, não em conta poupança/títulos",38,lojas,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,268
negativo,14,créditos existentes pagos devidamente até agora,carro (novo),8978,< 100,> 7,1,Homem,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,45,nenhum,própria,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Não,Ruim,269
 inexistente,24,créditos existentes pagos devidamente até agora,rádio/televisão,999,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",25,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,270
 inexistente,18,créditos existentes pagos devidamente até agora,carro (novo),2662,desconhecido/semcontapoupança,4 - 7,4,Homem, solteiro,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,32,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Não,Bom,271
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1402,500 - 1000,4 - 7,3,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",37,nenhum,alugada,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,272
regular,48,todos os créditos deste banco foram devidamente pagos,carro (novo),12169,desconhecido/semcontapoupança,desempregado,4,Homem, solteiro,co-requerente,4,desconhecido/sem propriedade,36,nenhum,de graça,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,273
regular,48,créditos existentes pagos devidamente até agora,rádio/televisão,3060,< 100,4 - 7,4,Homem, solteiro,nenhum,4,imobiliária,28,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,274
negativo,30,créditos existentes pagos devidamente até agora,reparos,11998,< 100,...<1ano,1,Homem,uniao registrada,nenhum,1,desconhecido/sem propriedade,34,nenhum,própria,1,não qualificado - residente,1,"Sim, registrado em nome do cliente",Sim,Ruim,275
 inexistente,9,créditos existentes pagos devidamente até agora,rádio/televisão,2697,< 100,1 - 4,1,Homem, solteiro,nenhum,2,imobiliária,32,nenhum,própria,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,276
 inexistente,18,conta crítica/outros créditos existentes (não neste banco),rádio/televisão,2404,< 100,1 - 4,2,Mulher,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",26,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,277
negativo,12,créditos existentes pagos devidamente até agora,móveis/equipamentos,1262,desconhecido/semcontapoupança,> 7,2,Homem,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,49,nenhum,própria,1,não qualificado - residente,1,"Sim, registrado em nome do cliente",Sim,Bom,278
 inexistente,6,créditos existentes pagos devidamente até agora,móveis/equipamentos,4611,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,32,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,279
 inexistente,24,créditos existentes pagos devidamente até agora,rádio/televisão,1901,100 - 500,1 - 4,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",29,nenhum,alugada,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,280
 inexistente,15,conta crítica/outros créditos existentes (não neste banco),carro (usado),3368,> 1000,> 7,3,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,23,nenhum,alugada,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,281
 inexistente,12,créditos existentes pagos devidamente até agora,móveis/equipamentos,1574,< 100,1 - 4,4,Homem, solteiro,nenhum,2,imobiliária,50,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,282
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,18,todos os créditos deste banco foram devidamente pagos,rádio/televisão,1445,desconhecido/semcontapoupança,4 - 7,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",49,banco,própria,1,não qualificado - residente,1,Nenhum,Sim,Bom,283
 inexistente,15,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,1520,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,63,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,284
regular,24,conta crítica/outros créditos existentes (não neste banco),carro (novo),3878,100 - 500,...<1ano,4,Homem,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",37,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,285
negativo,47,créditos existentes pagos devidamente até agora,carro (novo),10722,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,1,imobiliária,35,nenhum,própria,1,não qualificado - residente,1,"Sim, registrado em nome do cliente",Sim,Bom,286
negativo,48,créditos existentes pagos devidamente até agora,carro (usado),4788,< 100,4 - 7,4,Homem, solteiro,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,26,nenhum,própria,1,funcionário/funcionário qualificado,2,Nenhum,Sim,Bom,287
regular,48,atraso no pagamento no passado,carro (usado)0,7582,100 - 500,desempregado,2,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,31,nenhum,de graça,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,288
regular,12,créditos existentes pagos devidamente até agora,rádio/televisão,1092,< 100,1 - 4,4,Mulher,uniao registrada,fiador,4,imobiliária,49,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,289
negativo,24,atraso no pagamento no passado,rádio/televisão,1024,< 100,...<1ano,4,Homem,uniao registrada,nenhum,4,imobiliária,48,lojas,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,290
 inexistente,12,créditos existentes pagos devidamente até agora,negócios,1076,< 100,1 - 4,2,Homem,uniao registrada,nenhum,2,imobiliária,26,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Não,Bom,291
regular,36,créditos existentes pagos devidamente até agora,carro (usado),9398,< 100,...<1ano,1,Homem,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",28,nenhum,alugada,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,292
negativo,24,conta crítica/outros créditos existentes (não neste banco),carro (usado),6419,< 100,> 7,2,Mulher,uniao registrada,nenhum,4,desconhecido/sem propriedade,44,nenhum,de graça,2,gestão / autônomo / funcionário / diretor altamente qualificado,2,"Sim, registrado em nome do cliente",Sim,Bom,293
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,42,conta crítica/outros créditos existentes (não neste banco),carro (usado),4796,< 100,> 7,4,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,56,nenhum,de graça,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,294
 inexistente,48,conta crítica/outros créditos existentes (não neste banco),negócios,7629,desconhecido/semcontapoupança,> 7,4,Homem,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",46,banco,própria,2,gestão / autônomo / funcionário / diretor altamente qualificado,2,Nenhum,Sim,Bom,295
regular,48,créditos existentes pagos devidamente até agora,móveis/equipamentos,9960,< 100,...<1ano,1,Mulher,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",26,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,296
 inexistente,12,créditos existentes pagos devidamente até agora,carro (usado),4675,desconhecido/semcontapoupança,...<1ano,1,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",20,nenhum,alugada,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,297
 inexistente,10,créditos existentes pagos devidamente até agora,carro (novo),1287,desconhecido/semcontapoupança,> 7,4,Homem, solteiro,co-requerente,2,contrato de poupança/seguro de vida da sociedade civil,45,nenhum,própria,1,não qualificado - residente,1,Nenhum,Não,Bom,298
 inexistente,18,créditos existentes pagos devidamente até agora,móveis/equipamentos,2515,< 100,1 - 4,3,Homem, solteiro,nenhum,4,imobiliária,43,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,299
regular,21,conta crítica/outros créditos existentes (não neste banco),móveis/equipamentos,2745,> 1000,4 - 7,3,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",32,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,300
 inexistente,6,créditos existentes pagos devidamente até agora,carro (novo),672,< 100,desempregado,1,Mulher,uniao registrada,nenhum,4,imobiliária,54,nenhum,própria,1,desempregado/não qualificado - não residente,1,"Sim, registrado em nome do cliente",Sim,Bom,301
regular,36,nenhum crédito obtido/todos os créditos pagos devidamente,rádio/televisão,3804,< 100,1 - 4,4,Mulher,uniao registrada,nenhum,1,"carro ou outro, não em conta poupança/títulos",42,nenhum,própria,1,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Ruim,302
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,24,conta crítica/outros créditos existentes (não neste banco),carro (novo),1344,desconhecido/semcontapoupança,4 - 7,4,Homem, solteiro,nenhum,2,imobiliária,37,banco,própria,2,não qualificado - residente,2,Nenhum,Sim,Ruim,303
negativo,10,conta crítica/outros créditos existentes (não neste banco),carro (novo),1038,< 100,4 - 7,4,Homem, solteiro,co-requerente,3,contrato de poupança/seguro de vida da sociedade civil,49,nenhum,própria,2,funcionário/funcionário qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,304
 inexistente,48,conta crítica/outros créditos existentes (não neste banco),carro (novo),10127,500 - 1000,1 - 4,2,Homem, solteiro,nenhum,2,desconhecido/sem propriedade,44,banco,de graça,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,305
 inexistente,6,créditos existentes pagos devidamente até agora,móveis/equipamentos,1543,> 1000,1 - 4,4,Homem,uniao registrada,nenhum,2,imobiliária,33,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,306
 inexistente,30,créditos existentes pagos devidamente até agora,carro (usado),4811,desconhecido/semcontapoupança,4 - 7,2,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,24,lojas,alugada,1,não qualificado - residente,1,Nenhum,Sim,Bom,307
negativo,12,créditos existentes pagos devidamente até agora,rádio/televisão,727,100 - 500,...<1ano,4,Homem,uniao registrada,nenhum,3,desconhecido/sem propriedade,33,nenhum,própria,1,não qualificado - residente,1,"Sim, registrado em nome do cliente",Sim,Ruim,308
regular,8,créditos existentes pagos devidamente até agora,móveis/equipamentos,1237,< 100,1 - 4,3,Mulher,uniao registrada,nenhum,4,imobiliária,24,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,309
regular,9,créditos existentes pagos devidamente até agora,carro (novo),276,< 100,1 - 4,4,Homem,uniao registrada,nenhum,4,imobiliária,22,nenhum,alugada,1,não qualificado - residente,1,Nenhum,Sim,Bom,310
regular,48,créditos existentes pagos devidamente até agora,carro (usado)0,5381,desconhecido/semcontapoupança,desempregado,3,Homem, solteiro,nenhum,4,desconhecido/sem propriedade,40,banco,de graça,1,desempregado/não qualificado - não residente,1,"Sim, registrado em nome do cliente",Sim,Bom,311
 inexistente,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,5511,100 - 500,1 - 4,4,Homem, solteiro,nenhum,1,"carro ou outro, não em conta poupança/títulos",25,lojas,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,312
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,3749,< 100,...<1ano,2,Mulher,uniao registrada,nenhum,4,"carro ou outro, não em conta poupança/títulos",26,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,313
regular,12,créditos existentes pagos devidamente até agora,carro (novo),685,< 100,4 - 7,2,Homem,uniao registrada,nenhum,3,"carro ou outro, não em conta poupança/títulos",25,banco,própria,1,não qualificado - residente,1,Nenhum,Sim,Ruim,314
...>=200MarcoAlemão/atribuiçõessalariaisporpelomenos1ano,4,créditos existentes pagos devidamente até agora,carro (novo),1494,desconhecido/semcontapoupança,...<1ano,1,Homem, solteiro,nenhum,2,imobiliária,29,nenhum,própria,1,não qualificado - residente,2,Nenhum,Não,Bom,315
negativo,36,todos os créditos deste banco foram devidamente pagos,móveis/equipamentos,2746,< 100,> 7,4,Homem, solteiro,nenhum,4,"carro ou outro, não em conta poupança/títulos",31,banco,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,316
negativo,12,créditos existentes pagos devidamente até agora,móveis/equipamentos,708,< 100,1 - 4,2,Homem, solteiro,fiador,3,contrato de poupança/seguro de vida da sociedade civil,38,nenhum,própria,1,não qualificado - residente,2,Nenhum,Sim,Bom,317
regular,24,créditos existentes pagos devidamente até agora,móveis/equipamentos,4351,desconhecido/semcontapoupança,1 - 4,1,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,48,nenhum,própria,1,não qualificado - residente,1,"Sim, registrado em nome do cliente",Sim,Bom,318
 inexistente,12,conta crítica/outros créditos existentes (não neste banco),educação,701,< 100,1 - 4,4,Homem, solteiro,nenhum,2,"carro ou outro, não em conta poupança/títulos",32,nenhum,própria,2,funcionário/funcionário qualificado,1,Nenhum,Sim,Bom,319
negativo,15,atraso no pagamento no passado,móveis/equipamentos,3643,< 100,> 7,1,Mulher,uniao registrada,nenhum,4,contrato de poupança/seguro de vida da sociedade civil,27,nenhum,própria,2,não qualificado - residente,1,Nenhum,Sim,Bom,320
regular,30,conta crítica/outros créditos existentes (não neste banco),carro (novo),4249,< 100,desempregado,4,Homem,uniao registrada,nenhum,2,"carro ou outro, não em conta poupança/títulos",28,nenhum,própria,2,gestão / autônomo / funcionário / diretor altamente qualificado,1,Nenhum,Sim,Ruim,321
negativo,24,créditos existentes pagos devidamente até agora,rádio/televisão,1938,< 100,...<1ano,4,Homem,uniao registrada,nenhum,3,contrato de poupança/seguro de vida da sociedade civil,32,nenhum,própria,1,funcionário/funcionário qualificado,1,Nenhum,Sim,Ruim,322
negativo,24,créditos existentes pagos devidamente até agora,carro (usado),2910,< 100,4 - 7,2,Homem, solteiro,nenhum,1,desconhecido/sem propriedade,34,nenhum,de graça,1,gestão / autônomo / funcionário / diretor altamente qualificado,1,"Sim, registrado em nome do cliente",Sim,Bom,323
